Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Blackwing - Jetstream the Blue Sky	DP11	BlackwingJetstreamtheBlueSky	Winged Beast/Effect	Dark	1	100	800			During damage calculation, you can send this card from your hand to the Graveyard to prevent a "Blackwing" monster you control from being destroyed by this battle.
Blackwing - Kochi the Daybreak	DP11	BlackwingKochitheDaybreak	Winged Beast/Tuner	Dark	4	700	1500			If this card was Special Summoned, it cannot be used as a Synchro Material Monster.
Pendulum Machine	GLD4	PendulumMachine	Machine	Dark	6	1750	2000			A horrible torture machine with a large pendulum blade.
Dragon Mastery	SDDL	DragonMastery	Continuous Spell							Each monster you control that is equipped with a "Dragunity" monster(s) gains 500 ATK. Once per turn, you can select 1 face-up monster you control, and equip it with 1 Dragon-Type "Dragunity" monster from your hand.
Dragon Ravine	SDDL	DragonRavine	Field Spell							Once per turn, during your Main Phase, you can discard 1 card to activate 1 of these effects: *Add 1 Level 4 or lower "Dragunity" monster from your Deck to your hand. *Send 1 Dragon-Type monster from your Deck to the Graveyard.
Dragunity Aklys	SDDL	DragunityAklys	Dragon/Tuner	Wind	2	1000	800			When this card is Normal Summoned, you can Special Summon 1 "Dragunity" monster from your hand, then equip it with this card. When this card is sent to the Graveyard while equipped to a monster, select 1 card on the field, and destroy it.
Dragunity Arma Leyvaten	SDDL	DragunityArmaLeyvaten	Dragon/Effect	Wind	8	2600	1200			You can Special Summon this card from your hand or Graveyard by removing from play 1 face-up monster you control equipped with a "Dragunity" card(s). When this card is Normal or Special Summoned, you can select 1 Dragon-Type monster in your Graveyard, except "Dragunity Arma Leyvaten", and equip it to this card. When this card is sent to the Graveyard by your opponent's card effect, you can select 1 of the monsters that were equipped to this card when it was sent to the Graveyard, and Special Summon that monster from the Graveyard.
Dragunity Arma Mystletainn	SDDL	DragunityArmaMystletainn	Dragon/Effect	Wind	6	2100	1500			You can Special Summon this card from your hand by sending 1 face-up "Dragunity" monster you control to the Graveyard. When this card is Normal or Special Summoned from the hand, you can select 1 Dragon-Type "Dragunity" monster in your Graveyard, and equip it to this card.
Foolish Burial	SDDL	FoolishBurial1	Normal Spell						A1/T1	Send 1 Monster Card from your Deck to  the Graveyard.
Ceruli, Guru of Dark World	SDGU	CeruliGuruofDarkWorld	Fiend/Effect	Dark	1	100	300			If this card is discarded to the Graveyard by a card effect: Special Summon this card from the Graveyard to your opponent's side of the field in face-up Defense Position. When this card is Special Summoned by the effect of a "Dark World" card: Your opponent must discard 1 card.
Dark Scheme	SDGU	DarkScheme	Normal Trap							Your opponent can discard 1 card to negate this card's effect, otherwise both players discard 2 cards, then draw 2 cards.
Snoww, Unlight of Dark World	SDGU	SnowwUnlightofDarkWorld	Fiend/Effect	Dark	4	1700	0			If this card is discarded to the Graveyard by a card effect: If it was discarded from your hand to your Graveyard by an opponent's card effect, you can target 1 monster in your opponent's Graveyard; add 1 "Dark World" card from your Deck to your hand, then Special Summon that target (if any) in face-up Defense Position.
The Gates of Dark World	SDGU	TheGatesofDarkWorld	Field Spell							All Fiend-Type monsters gain 300 ATK and DEF. Once per turn: you can banish 1 Fiend-Type monster from your Graveyard; discard 1 Fiend-Type monster, then draw 1 card.
Cards from the Sky	SDLS	CardsfromtheSky	Normal Spell							Remove from play 1 LIGHT Fairy-Type monster in your hand and draw 2 cards. You cannot Special Summon or conduct your Battle Phase the turn you activate this card.
Divine Punishment	SDLS	DivinePunishment	Counter Trap							Activate only if "The Sanctuary in the Sky" is face-up on the field. Negate the activation of a Spell Card, Trap Card, or Effect Monster's effect, and destroy that card.
Solidarity	SDLS	Solidarity1	Continuous Spell							If you have only 1 original (printed) Type of monster in your Graveyard, face-up monsters you control with the same Type gain 800 ATK.
The Agent of Miracles - Jupiter	SDLS	TheAgentofMiraclesJupiter	Fairy/Effect	Light	4	1800	1000			Once per turn, you can remove from play 1 "The Agent" monster in your Graveyard to select 1 face-up LIGHT Fairy-Type monster you control. The selected monster gains 800 ATK until the End Phase. While "The Sanctuary in the Sky" is face-up on the field, once per turn, you can discard 1 Fairy-Type monster to select 1 of your removed from play LIGHT Fairy-Type monsters, and Special Summon it.
The Agent of Mystery - Earth	SDLS	TheAgentofMysteryEarth	Fairy/Tuner	Light	2	1000	800		A2/T2	When this card is Normal Summoned, you can add 1 "The Agent" monster, except "The Agent of Mystery - Earth", from your Deck to your hand. While "The Sanctuary in the Sky" is face-up on the field, you can add 1 "Master Hyperion" from your Deck to your hand instead.
Necro Fleur	WC11	NecroFleur	Plant/Effect	Dark	1	0	0			If this card is destroyed by a card effect and sent to the Graveyard, you can Special Summon 1 "Sorciere de Fleur" from your Deck.
Sorciere de Fleur	WC11	SorcieredeFleur	Spellcaster/Effect	Dark	8	2900	0			When this card is Normal or Special Summoned, select 1 monster in your opponent's Graveyard. Special Summon that monster to your side of the field. It cannot attack your opponent directly, and is destroyed during the End Phase of this turn. The effect of "Sorciere de Fleur" can only be activated once per turn.
Z-ONE	WC11	ZONE	Normal Spell							When this Set card is destroyed and sent to the Graveyard, select 1 Continuous Spell or Field Spell Card in your Graveyard, and add it to your hand.
Blood Mefist	YCSW	BloodMefist1	Fiend/Synchro/Effect	Dark	8	2800	1300			1 Tuner + 1 or more non-Tuner monsters. Once per turn, during your opponent's Standby Phase: You can inflict 300 damage to your opponent for each card your opponent controls. Each time your opponent Sets a Spell or Trap Card(s): Inflict 300 damage to your opponent.
Darklord Asmodeus	YCSW	DarklordAsmodeus2	Fairy/Effect	Dark	8	3000	2500			This card cannot be Special Summoned from the Deck or Graveyard. Once per turn, you can send 1 Fairy-Type monster from your Deck to the Graveyard. When this card you control is destroyed and sent to the Graveyard, Special Summon 1 "Asmo Token" (Fairy-Type/DARK/Level 5/ATK 1800/DEF 1300) and 1 "Deus Token" (Fairy-Type/DARK/Level 3/ATK 1200/DEF 1200). An "Asmo Token" cannot be destroyed by card effects. A "Deus Token" cannot be destroyed by battle.
Darklord Edeh Arae	YCSW	DarklordEdehArae1	Fairy/Effect	Dark	5	2300	2000			When this card is Special Summoned from the Graveyard, it gains the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Darklord Superbia	YCSW	DarklordSuperbia1	Fairy/Effect	Dark	8	2900	2400			When this card is Special Summoned from your Graveyard, you can Special Summon 1 Fairy-Type monster from your Graveyard, except "Darklord Superbia".
Digvorzhak, King of Heavy Industry	YCSW	DigvorzhakKingofHeavyIndustry	Machine/Xyz/Effect	Earth	*5	3200	2000			3 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card; send the top 3 cards of your opponent's Deck to the Graveyard, then, if any monsters were sent to the Graveyard by this effect, destroy cards your opponent controls, up to the number of monsters sent.
Dark Highlander	YF01	DarkHighlander	Fiend/Synchro/Effect	Dark	7	2800	2300			1 Fiend-Type Tuner + 1 or more non-Tuner Fiend-Type monsters. Neither player can Synchro Summon. Once per turn, you can select 1 monster your opponent controls that is equipped with an Equip Card. Destroy all Equip Cards equipped to that monster and inflict 400 damage to your opponent for each card destroyed.
Blizzard Princess	YG07	BlizzardPrincess	Spellcaster/Effect	Water	8	2800	2100			You can Tribute Summon this card in face-up Attack Position by Tributing 1 Spellcaster-Type monster. During the turn this card is Normal Summoned, your opponent cannot activate Spell or Trap Cards.
Junk Gardna 	YMP1	JunkGardna	Warrior/Synchro/Effect	Earth	6	1400	2600			Junk Synchron + 1 or more non-Tuner monsters. Once per turn, you can select 1 monster your opponent controls, and change its battle position. This effect can be activated during either player's turn. If this card is sent from the field to the Graveyard, you can select 1 monster on the field and change its battle position.
Malefic Blue-Eyes White Dragon 	YMP1	MaleficBlueEyesWhiteDragon1	Dragon/Effect	Dark	8	3000	2500			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 "Blue-Eyes White Dragon" from your Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Claw Stream 	YMP1	MaleficClawStream	Normal Trap							Activate only if you control a face-up "Malefic" monster. Select 1 monster your opponent controls, and destroy it.
Malefic Cyber End Dragon 	YMP1	MaleficCyberEndDragon1	Machine/Effect	Dark	10	4000	2800			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 "Cyber End Dragon" from your Extra Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Paradox Dragon 	YMP1	MaleficParadoxDragon1	Dragon/Synchro/Effect	Dark	10	4000	4000			Malefic Parallel Gear + 1 non-Tuner "Malefic" monster. When this card is Synchro Summoned, you can select 1 Synchro Monster in either player's Graveyard, and Special Summon it. There can only be 1 face-up "Malefic Paradox Dragon" on the field. If "Malefic World" is not face-up on the field, destroy this card.
Malefic Parallel Gear	YMP1	MaleficParallelGear	Machine/Tuner	Dark	2	0	0			When using this card as a Synchro Material Monster, the other Synchro Material Monster is 1 "Malefic" monster in your hand.
Malefic Rainbow Dragon 	YMP1	MaleficRainbowDragon	Dragon/Effect	Dark	10	4000	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned, except by removing from play 1 "Rainbow Dragon" from your hand or Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic Red-Eyes B. Dragon 	YMP1	MaleficRedEyesBDragon	Dragon/Effect	Dark	7	2400	2000			This card cannot be Normal Summoned or Set. This card can only be Special Summoned, by removing from play 1 "Red-Eyes B. Dragon" from your Deck. There can only be 1 face-up "Malefic" monster on the field. Other monsters you control cannot declare an attack. If there is no face-up Field Spell Card on the field, destroy this card.
Malefic World 	YMP1	MaleficWorld	Field Spell							While this card is face-up on the field, you can activate this effect instead of conducting a normal draw during your Draw Phase. Choose 3 "Malefic" cards from your Deck and have your opponent pick 1 of them at random to add to your hand. Shuffle the rest back into your Deck.
Feedback Warrior	YS11	FeedbackWarrior	Warrior/Effect	Earth	3	800	700			When this card is Normal or Special Summoned: You can target 1 face-up monster you control; it becomes Level 3.
Ganbara Knight	YS11	GanbaraKnight	Warrior/Effect	Light	4	0	1800			When this face-up Attack Position card is targeted for an attack: You can change it to Defense Position.
Harmonic Waves	YS11	HarmonicWaves	Normal Spell							Target 1 face-up monster on the field; it becomes Level 4 until the End Phase.
Key Man the Key Warrior	YS11	KeyMantheKeyWarrior	Warrior/Effect	Earth	2	1000	500			Once per turn, during your Main Phase: You can make this card Level 3 until the End Phase.
Reinforced Space	YS11	ReinforcedSpace	Normal Trap							Each face-up Xyz Monster you control gains 300 ATK for each Xyz Material attached to it, until the End Phase.
Speed Bird	YS11	SpeedBird	Winged Beast/Effect	Wind	4	1200	1000			When this card is destroyed by battle and sent to the Graveyard: You can target 2 Level 2 monsters in your Graveyard; Special Summon them, but their effects are negated.
Tenshin	YS11	Tenshin	Fairy/Effect	Light	2	800	100			This card gains 400 ATK for each face-up Level 2 monster you control.
Xyz Effect	YS11	XyzEffect	Normal Trap							When you Xyz Summon a monster: You can target 1 card on the field; destroy it.
Xyz Energy	YS11	XyzEnergy	Normal Spell							Detach 1 Xyz Material you control to target 1 face-up monster your opponent controls; destroy that target.
Aurora Paragon	EXVC	AuroraParagon	Fairy/Effect	Light	4	1500	1000			Neither player can Special Summon monsters. When another monster is Normal Summoned to either player's side of the field, destroy this card.
Blackwing - Hillen the Tengu-wind	EXVC	BlackwingHillentheTenguwind	Winged Beast/Tuner	Dark	5	0	2300			When you take 2000 or more Battle Damage from your opponent's monster's direct attack while this card is in the Graveyard, you can select 1 Level 3 or lower "Blackwing" monster in your Graveyard. Special Summon that monster and this card from the Graveyard. Their effects are negated. Each player can only use the effect of "Blackwing - Hillen the Tengu-wind" once per Duel.
Blackwing - Jin the Rain Shadow	EXVC	BlackwingJintheRainShadow	Winged Beast/Tuner	Dark	1	600	500			If this card battles a face-up monster with DEF equal to or less than this card's ATK, destroy that monster at the start of the Damage Step (without damage calculation).
Blackwing - Kogarashi the Wanderer	EXVC	BlackwingKogarashitheWanderer	Winged Beast/Tuner	Dark	6	2300	1600			When a face-up "Blackwing" monster you control is destroyed by a card effect and sent to the Graveyard, you can Special Summon this card from your hand. When you Synchro Summon using this card as a Synchro Material Monster, your opponent cannot activate cards or effects.
Blue Rose Dragon	EXVC	BlueRoseDragon	Dragon/Effect	Dark	4	1600	1200			When this card is destroyed and sent from the field to the Graveyard, you can select 1 "Black Rose Dragon" or 1 Plant-Type monster in your Graveyard, and Special Summon it.
Boon of the Meklord Emperor	EXVC	BoonoftheMeklordEmperor	Normal Spell							Activate only if the only face-up monsters on the field are 2 "Meklord" monsters. Draw 2 cards. You cannot conduct your Battle Phase the turn you activate this card.
Brain Hazard	EXVC	BrainHazard	Continuous Trap							Select 1 of your removed from play Psychic-Type monsters, and Special Summon it. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.
Buster Blaster	EXVC	BusterBlaster	Machine/Union	Earth	1	0	0			Once per turn, during your Main Phase, you can equip this card to a monster you control as an Equip Card, OR unequip it to Special Summon this card in face-up Attack Position. While equipped to a monster by this effect, the equipped monster loses 500 ATK and DEF. If the equipped monster destroys an opponent's monster by battle, destroy all face-up monsters on the field with the same Monster Type as the destroyed monster. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Chaos Infinity	EXVC	ChaosInfinity	Normal Trap							Change all Defense Position monsters on the field to face-up Attack Position. Then, Special Summon 1 "Meklord" monster from your Deck or Graveyard. Its effect(s) is negated, and it is destroyed during the End Phase.
Clock Resonator	EXVC	ClockResonator	Fiend/Tuner	Earth	3	1200	600			Once per turn, this face-up Defense Position card cannot be destroyed by battle or by card effects.
Contact with the Aquamirror	EXVC	ContactwiththeAquamirror	Normal Spell							If you control a face-up WATER monster, activate 1 of these effects. If you control a face-up WATER Ritual Monster, you can activate both of these effects: *Look at all Set cards in your opponent's Spell & Trap Card Zones. *Look at the 2 top cards of either player's Deck and return them to the top of the Deck in any order.
Debunk	EXVC	Debunk	Counter Trap							Negate the activation of an Effect Monster's effect that activates in the hand or in the Graveyard, and remove it from play.
Dodger Dragon	EXVC	DodgerDragon	Dragon/Effect	Wind	4	1900	1200			The Normal Summon of this card cannot be negated. Your opponent cannot activate Counter Trap Cards the turn this card is Normal Summoned.
Elder of the Six Samurai	EXVC	ElderoftheSixSamurai	Warrior/Effect	Earth	3	400	0			If your opponent controls a monster and you control no monsters, you can Special Summon this card from your hand.
Elemental HERO Neos Knight	EXVC	ElementalHeroNeosKnight	Warrior/Fusion/Effect	Light	7	2500	1000			Elemental HERO Neos + 1 Warrior-Type monster. This card cannot be Special Summoned except by Fusion Summon. This card gains ATK equal to half the ATK of the Warrior-Type Fusion Material Monster used to Fusion Summon this card, other than "Elemental HERO Neos". This card can attack twice during each Battle Phase. If this card attacks or is attacked, your opponent takes no Battle Damage.
ESP Amplifier	EXVC	ESPAmplifier	Quick-Play Spell							All face-up Psychic-Type monsters you controlled when this card was activated gain 300 ATK for each of your Psychic-Type monsters that is removed from play when this card resolves. During the End Phase, remove from play all monsters that were affected by this effect.
Esper Girl	EXVC	EsperGirl	Psychic/Tuner	Earth	2	500	300			When this removed from play card is Special Summoned, remove from play the top card of your Deck, face-down. When this card is sent from the field to the Graveyard, add that removed card to your hand.
Force Resonator	EXVC	ForceResonator	Fiend/Tuner	Water	2	500	500			You can send this face-up card you control to the Graveyard to select 1 face-up monster you control. If that monster attacks this turn, your opponent cannot activate cards or effects that target a monster(s) until the end of the Damage Step.
Fortissimo the Mobile Fortress	EXVC	FortissimotheMobileFortress	Field Spell							Once per turn, you can Special Summon 1 "Meklord Army" monster from your hand.
Full House	EXVC	FullHouse	Normal Trap							Select 2 face-up Spell/Trap Cards (except this card) and 3 Set Spell/Trap Cards. Destroy the selected cards.
Gladiator Beast Essedarii	EXVC	GladiatorBeastEssedarii	Beast/Fusion/Effect	Earth	5	2500	1400			2 "Gladiator Beast" monsters. This card can only be Special Summoned from your Extra Deck by returning the above cards you control to the Deck. (You do not use "Polymerization".)
Gladiator Beast Tygerius	EXVC	GladiatorBeastTygerius	Beast/Effect	Earth	4	1800	800			This card cannot be used as a Fusion Material Monster. When this card is Special Summoned by the effect of a "Gladiator Beast" monster, you can discard 1 "Gladiator Beast" card to add 1 "Gladiator Beast" monster from the Deck to your hand.
Gladiator Taming	EXVC	GladiatorTaming	Quick-Play Spell							If a face-up "Gladiator Beast" monster is on the field, activate 1 of these effects: *Select 1 face-up monster your opponent controls, and change its battle position. *Select 1 face-up "Gladiator Beast" monster your opponent controls, and take control of it until the End Phase.
Hushed Psychic Cleric	EXVC	HushedPsychicCleric	Psychic/Effect	Earth	3	0	2100			When this card is Normal or Flip Summoned, it is changed to Defense Position. Once per turn, you can send 1 card from your hand to the Graveyard to select 1 Psychic-Type monster in your Graveyard, and remove it from play. When this card is sent from the field to the Graveyard, select 1 monster removed from play by this effect, and Special Summon it.
Jar Turtle	EXVC	JarTurtle	Reptile/Effect	Water	4	200	2100			Each time "Jar of Greed" is activated, draw 1 card.
Junk Berserker	EXVC	JunkBerserker	Warrior/Synchro/Effect	Wind	7	2700	1800			Junk Synchron + 1 or more non-Tuner monsters. You can remove from play 1 "Junk" monster from your Graveyard to select 1 face-up monster your opponent controls. That monster loses ATK equal to the removed monster's ATK. If this card attacks a Defense Position monster, destroy that monster at the start of the Damage Step (without damage calculation).
Junk Servant	EXVC	JunkServant	Warrior/Effect	Earth	4	1500	1000			If you control a face-up "Junk" monster, you can Special Summon this card from your hand.
Karakuri Cash Shed	EXVC	KarakuriCashShed	Counter Trap							Activate only if you control a "Karakuri" monster in face-up Defense Position. Negate the activation of an opponent's Spell/Trap Card and destroy it.
Karakuri Komachi mdl 224 "Ninishi"	EXVC	KarakuriKomachimdl224Ninishi	Machine/Tuner	Earth	3	0	1900			This card must attack if able. When this face-up card is selected as an attack target, change its battle position. While this card is face-up on the field, once per turn during your Main Phase, you can Normal Summon a "Karakuri" monster in addition to your Normal Summon or Set. (You can only gain this effect once per turn.)
Karakuri Ninja mdl 7749 "Nanashick"	EXVC	KarakuriNinjamdl7749Nanashick	Machine/Effect	Earth	5	2200	1800			This card must attack if able. When this face-up card is selected as an attack target, change its battle position. When this card is Normal Summoned, you can draw a number of cards equal to the number of face-up Defense Position "Karakuri" monsters you control.
Lancer Dragonute	EXVC	LancerDragonute	Dragon/Effect	Dark	4	1500	1800			During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Lancer Lindwurm	EXVC	LancerLindwurm	Dragon/Effect	Wind	4	1800	1200			During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Life Stream Dragon	EXVC	LifeStreamDragon	Dragon/Synchro/Tuner	Earth	8	2900	2400			1 Tuner + "Power Tool Dragon". When this card is Synchro Summoned, you can make your Life Points become 4000. Any effect damage you take becomes 0. If this face-up card on the field would be destroyed, you can remove from play 1 Equip Spell Card in your Graveyard instead.
Localized Tornado	EXVC	LocalizedTornado	Normal Trap							Shuffle all cards from your hand and Graveyard into the Deck.
Mara of the Nordic Alfar	EXVC	MaraoftheNordicAlfar	Spellcaster/Tuner	Dark	2	1000	500			If this card is used as a Synchro Material Monster, the other Synchro Material Monsters are 2 "Nordic" monsters in your hand.
Meklord Army of Granel	EXVC	MeklordArmyofGranel	Machine/Effect	Earth	4	1600	1200			This card gains 100 ATK for each face-up "Meklord" monster on the field, except this card. When this card is Normal Summoned, you can select 1 face-up monster your opponent controls, and halve its ATK until the End Phase.
Meklord Army of Skiel	EXVC	MeklordArmyofSkiel	Machine/Effect	Wind	4	1200	1000			This card gains 200 ATK for each face-up "Meklord" monster on the field, except this card. When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 "Meklord Army" monster from your Deck.
Meklord Army of Wisel	EXVC	MeklordArmyofWisel	Machine/Effect	Dark	4	1800	0			This card gains 100 ATK for each face-up "Meklord" monster on the field, except this card. Once per turn, when another "Meklord" monster you control declares an attack on a Defense Position monster your opponent controls, you can activate this effect. During that battle, if the DEF of the attack target is lower than the ATK of the attacking monster, inflict the difference as Battle Damage to your opponent.
Meklord Astro Dragon Asterisk	EXVC	MeklordAstroDragonAsterisk	Machine/Effect	Dark	10	0	0			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by controlling 3 or more face-up "Meklord" monsters. When this card is Special Summoned, you can select any number of face-up "Meklord" monsters you control, except this card, and send them to the Graveyard. This card's ATK is equal to the total original ATK of the monsters sent to the Graveyard by this effect. While this card is face-up on the field, when a Synchro Monster(s) is Special Summoned, inflict 1000 damage to the player that Summoned.
Meklord Emperor Skiel	EXVC	MeklordEmperorSkiel	Machine/Effect	Wind	1	2200	2200			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by its own effect. When a face-up monster you control is destroyed by a card effect and sent to the Graveyard, you can Special Summon this card from your hand. Other monsters you control cannot declare an attack. Once per turn, you can select 1 Synchro Monster your opponent controls, and equip it to this card. This card gains ATK equal to those equipped monsters' combined ATK. You can send 1 monster equipped to this card to the Graveyard to allow this card to attack your opponent directly this turn.
Meklord Factory	EXVC	MeklordFactory	Normal Trap							Activate only when a face-up "Meklord" monster on the field is selected as an attack target. Select 1 "Meklord Army" monster in your Graveyard, and add it to your hand. Then, destroy the attack target.
Meklord Fortress	EXVC	MeklordFortress	Field Spell							Face-up "Meklord Emperor" monsters you control cannot be targeted by the effects of Synchro Monsters. When this card is destroyed and sent from the field to the Graveyard, you can add 1 "Meklord Emperor" monster from your Deck to your hand.
Mektimed Blast	EXVC	MektimedBlast	Normal Trap							Select 1 face-up "Meklord" monster you control and 1 card your opponent controls. Destroy both cards.
Mental Seeker	EXVC	MentalSeeker	Psychic/Tuner	Earth	3	800	600			When this removed from play card is Special Summoned, reveal the top 3 cards of your opponent's Deck. Choose 1 of those cards and remove it from play. Then, shuffle the others into the Deck.
Morphtronic Lantron	EXVC	MorphtronicLantron	Machine/Tuner	Light	1	200	200			*While in Attack Position: Any effect damage you would take from an opponent's card effect is inflicted to your opponent instead. *While in Defense Position: When this card is destroyed by battle and sent to the Graveyard, you take no Battle Damage this turn.
Morphtronic Staplen	EXVC	MorphtronicStaplen	Machine/Effect	Earth	4	1400	1000			*While in Attack Position: Your opponent cannot select another monster as an attack target. If this card is destroyed by battle, the monster that destroyed this card loses 300 ATK. *While in Defense Position: This card cannot be destroyed by battle. If this card is attacked, after damage calculation, select 1 face-up Attack Position monster your opponent controls. Change it to Defense Position and this card to Attack Position.
Mystic Piper	EXVC	MysticPiper	Spellcaster/Effect	Light	1	0	0			You can Tribute this card to draw and reveal 1 card. If that card is a Level 1 Monster Card, draw 1 more card. The effect of "Mystic Piper" can only be activated once per turn.
Naturia Eggplant	EXVC	NaturiaEggplant	Plant/Effect	Earth	2	1000	700			When this card is sent from the field to the Graveyard, you can select 1 "Naturia" monster in your Graveyard, except "Naturia Eggplant", and add it to your hand.
Necro Defender	EXVC	NecroDefender	Fiend/Effect	Dark	2	0	800			During your Main Phase, you can remove from play this card from your Graveyard to select 1 monster you control. Until your opponent's next End Phase, that monster cannot be destroyed by battle, and you take no Battle Damage from battles involving it.
Out of the Blue	EXVC	OutoftheBlue	Continuous Spell							Destroy this card if your opponent activates a card or effect that targets a card(s) in the Graveyard. When this card is destroyed by this effect and sent to the Graveyard, your opponent shuffles all cards in their Graveyard into the Deck.
Overmind Archfiend	EXVC	OvermindArchfiend	Psychic/Synchro/Effect	Dark	9	3300	3000			1 Psychic-Type Tuner + 2 or more non-Tuner Psychic-Type monsters. Once per turn, you can select 1 Psychic-Type monster in your Graveyard, and remove it from play. When this card is sent from the field to the Graveyard, Special Summon as many monsters as possible that were removed from play by this effect.
Power-Up Adapter	EXVC	PowerUpAdapter	Normal Trap							After activation, treat this card as an Equip Card and equip it to 1 face-up "Morphtronic" monster you control. The equipped monster cannot attack. Then, select 1 face-up monster on the field, except the equipped monster. It gains ATK equal to the ATK of the equipped monster.
Psi-Beast	EXVC	PsiBeast	Psychic/Effect	Earth	2	700	500			When this card is Normal Summoned, you can remove from play 1 Psychic-Type monster from your Deck. This card's Level becomes the Level of that monster.
Psychic Feel Zone	EXVC	PsychicFeelZone	Normal Spell							Select 2 of your removed from play monsters (1 Psychic-Type Tuner and 1 Psychic-Type non-Tuner), return them to the Graveyard, and Special Summon 1 Psychic-Type Synchro Monster from your Extra Deck in face-up Defense Position, whose Level equals the total Levels of the returned monsters.
Psychic Reactor	EXVC	PsychicReactor	Normal Trap							Activate only if you control a face-up Psychic-Type monster. This turn, when a face-up Psychic-Type monster you control battles an opponent's monster, remove both monsters from play.
Psychic Shockwave	EXVC	PsychicShockwave	Normal Trap							Activate only when your opponent activates a Trap Card. Discard 1 Spell/Trap Card to Special Summon 1 Level 6 DARK Machine-Type monster from your Deck.
Reboot	EXVC	Reboot	Normal Spell							Shuffle 1 "Meklord" monster from your hand into the Deck to select 1 "Meklord" card in your Graveyard, and add it to your hand.
Reborn Tengu	EXVC	RebornTengu	Beast-Warrior/Effect	Wind	4	1700	600		A2/T2	When this card is removed from the field, Special Summon 1 "Reborn Tengu" from your Deck.
