Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Amazoness Scouts	DREV	AmazonessScouts	Warrior/Effect	Earth	2	500	1100			During either player's turn, you can Tribute this card. If you do, during this turn, face-up "Amazoness" monsters you control cannot be targeted by Effect Monsters' effects and cannot be destroyed by the effects of Spells, Traps or Effect Monsters.
Amazoness Shamanism	DREV	AmazonessShamanism	Normal Trap							Destroy all face-up "Amazoness" monsters you control. Then, you can Special Summon any number of Level 4 or lower "Amazoness" monsters from your Graveyard in face-up Defense Position, up to the number of monsters destroyed by this effect.
Amazoness Spellcaster	TU04	AmazonessSpellcaster1	Normal Spell							Select 1 face-up "Amazoness" monster you control and 1 face-up monster your opponent controls. Switch the original ATK of these monsters until the end of this turn.
Amazoness Swords Woman	GLD3	AmazonessSwordsWoman1	Warrior/Effect	Earth	4	1500	1600			The opponent takes all Battle Damage that you would have taken from a battle involving this card.
Amazoness Tiger	GLD3	AmazonessTiger1	Beast/Effect	Earth	4	1100	1500			You can only control 1 "Amazoness Tiger". This card gains 400 ATK for each "Amazoness" monster you control. Your opponent cannot attack another "Amazoness" monster.
Amazoness Trainee	DREV	AmazonessTrainee1	Warrior/Effect	Earth	4	1500	1300	L		Monsters destroyed by battle with this card are returned to the bottom of the Deck instead of going to the Graveyard. If this card destroys an opponent's monster by battle: It gains 200 ATK.
Amazoness Village	DREV	AmazonessVillage	Field Spell							All "Amazoness" monsters gain 200 ATK. Once per turn, when an "Amazoness" monster is destroyed by battle or by a card effect, and is sent to the Graveyard, you can Special Summon 1 "Amazoness" monster from your Deck with a Level equal to or lower than that of the destroyed "Amazoness".
Amazoness Willpower	DREV	AmazonessWillpower	Continuous Trap							Select 1 "Amazoness" monster in your Graveyard and Special Summon it in Attack Position. It cannot change its battle position and must attack if able. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card.
Ambitious Gofer	DREV	AmbitiousGofer1	Fiend/Effect	Dark	6	2400	100	H		Once per turn: You can target up to 2 monsters your opponent controls; your opponent can reveal 1 monster in their hand to negate this card's effect, otherwise destroy those monsters.
Anarchist Monk Ranshin	STBL	AnarchistMonkRanshin1	Spellcaster/Effect	Earth	4	1800	100			When this card you control is sent to your Graveyard by your opponent's card (either by battle, by card effect, or by being destroyed): Target 1 monster in your opponent's Graveyard; banish that target.
Ancient Lamp	DPKB	AncientLamp	Spellcaster/Effect	Wind	3	900	1400			When this face-down Defense Position card is attacked by your opponent's monster, you can make 1 opponent's monster (except the attacking monster) be attacked instead. While this card is face-up on the field, you can Special Summon 1 "La Jinn the Mystical Genie of the Lamp" from your hand.
Anti-Magic Prism	DREV	AntiMagicPrism	Normal Trap							Activate only when your opponent activates a Quick-Play Spell Card. Select 1 card on the field and destroy it.
Anti-Spell	TU02	AntiSpell	Counter Trap							Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.
Anti-Spell Fragrance	TU02	AntiSpellFragrance	Continuous Trap							Both players must Set Spell Cards before activating them, and cannot activate them until their next turn.
Apocatequil	ABPF	Apocatequil	Thunder/Effect	Light	4	1800	1200			While this card is face-up on the field, it is Level 5 if you control a face-up Tuner Monster. When this card on the field is destroyed and sent to the Graveyard, you can select and Special Summon 1 "Oracle of the Sun" from your Graveyard.
Archfiend Empress	STBL	ArchfiendEmpress	Fiend/Effect	Dark	8	2900	2100			If (exactly) 1 face-up DARK Fiend-Type monster on the field, except this card, would be destroyed, you can remove from play 1 DARK Fiend-Type monster from your Graveyard, instead. When this card is destroyed and sent from the field to the Graveyard, you can select 1 Level 6 or higher DARK Fiend-Type monster in your Graveyard, except "Archfiend Empress", and Special Summon it.
Archfiend Interceptor	TSHD	ArchfiendInterceptor	Fiend/Effect	Dark	4	1400	1600			While you control this face-up Attack Position card, when an opponent's monster declares an attack, inflict 500 damage to your opponent.
Archfiend of Gilfer	CT07	ArchfiendofGilfer1	Fiend/Effect	Dark	6	2200	2500			When this card is sent to the Graveyard: You can target 1 face-up monster on the field; equip that target with this card. That monster loses 500 ATK while equipped with this card.
Armored Cybern	SDMM	ArmoredCybern	Machine/Union/Effect	Wind	4	0	2000			Once per turn, you can equip this card to a "Cyber Dragon" you control, or to a Fusion Monster you control that lists "Cyber Dragon" as a Fusion Material Monster, OR unequip it to Special Summon this card in face-up Attack Position. Once per turn, while equipped to a monster by this effect, you can decrease the equipped monster's ATK by 1000 and destroy 1 face-up monster. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)
Ascending Soul	ABPF	AscendingSoul	Continuous Spell							Once per turn, when a Ritual Monster is Ritual Summoned, you can select and add to your hand 1 monster in your Graveyard that was Tributed for the Ritual Summon.
Assault Mode Activate	DP09	AssaultModeActivate	Normal Trap							Tribute 1 Synchro Monster. Special Summon 1 "-Assault Mode" monster whose name includes the Tributed monster's name from your Deck in Attack Position.
Assault Spirits	TSHD	AssaultSpirits	Normal Trap							After activation, this card becomes an Equip Card and is equipped to 1 monster you control. Once per turn, if the equipped monster attacks, during the Damage Step you can send 1 monster with 1000 or less ATK from your hand to the Graveyard to increase the equipped monster's ATK by the sent monster's ATK until the End Phase.
Attack Gainer	STBL	AttackGainer	Warrior/Tuner	Earth	1	0	0			If this card is sent to the Graveyard as a Synchro Material Monster, select 1 face-up monster your opponent controls. The selected opponent's monster loses 1000 ATK until the End Phase.
Autonomous Action Unit	TU02	AutonomousActionUnit2	Equip Spell							Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.
Axe of Fools	STBL	AxeofFools1	Equip Spell							The equipped monster gains 1000 ATK, but its effects are negated. During each of your Standby Phases: Inflict 500 damage to the controller of the equipped monster.
Banner of Courage	5DS3	BannerofCourage	Continuous Spell							During your Battle Phase, all monsters you control gain 200 ATK.
Bark of Dark Ruler	TU04	BarkofDarkRuler	Normal Trap							You can activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay your Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
Barkion's Bark	STBL	BarkionsBark	Normal Spell							Activate only if you control a face-up "Naturia" monster. Your opponent cannot activate Trap Cards this turn.
Barrier Wave	DREV	BarrierWave	Normal Trap							Activate by Tributing 1 Synchro Monster you control when your opponent declares an attack with a monster. Change all Attack Position monsters your opponent controls to Defense Position. Afterwards, inflict damage to your opponent's Life Points equal to the DEF of the monster the attack was declared with.
Batteryman AAA	TSHD	BatterymanAAA	Thunder/Effect	Light	4	0	0			When this card is Normal Summoned or flipped face-up, you can Special Summon 1 "Batteryman AAA" from your hand or Graveyard.
Batteryman Fuel Cell	TSHD	BatterymanFuelCell	Thunder/Effect	Light	6	2100	0			If you control 2 or more face-up "Batteryman" monsters, you can Special Summon this card from your hand. Once per turn, you can Tribute 1 other "Batteryman" monster to return 1 card your opponent controls to the owner's hand.
Battle Fader	ABPF	BattleFader1	Fiend/Effect	Dark	1	0	0	L		When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If this card is Special Summoned with this effect, banish it when it leaves the field.
Battle Fader	CT07	BattleFader1	Fiend/Effect	Dark	1	0	0	L		When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If this card is Special Summoned with this effect, banish it when it leaves the field.
Battle Footballer	5DS3	BattleFootballer	Machine	Fire	4	1000	2100			A cyborg with high defense power. Originally it was invented for a football machine.
Battle Instinct	DREV	BattleInstinct	Normal Trap							Activate only when your opponent declares a direct attack and you control no monsters. Special Summon 1 Level 4 or lower Beast-Type monster from your hand in face-up Attack Position.
Beast Rage	DREV	BeastRage	Normal Spell							All monsters you control gain 200 ATK for each of your removed from play Beast-Type and Winged Beast-Type monsters.
Beast Rising	DREV	BeastRising	Continuous Trap							Once per turn, you can remove from play 1 face-up Beast-Type or Beast-Warrior-Type monster you control to select 1 other face-up Beast-Type or Beast-Warrior-Type monster you control. The selected monster gains the original ATK of the monster removed from play for this effect.
Beckoning Light	TU02	BeckoningLight1	Normal Trap							Discard your entire hand, then for each card you discarded to the Graveyard by this effect, add 1 LIGHT monster from your Graveyard to your hand.
Berfomet	ABPF	Berfomet1	Fiend/Effect	Dark	5	1400	1800			When this card is Normal or Flip Summoned: You can add 1 "Gazelle the King of Mythical Beasts" from your Deck to your hand.
Bicorn Re'em	DREV	BicornReem	Beast/Effect	Dark	4	800	1600			If this card is sent to the Graveyard as a Synchro Material Monster for a Synchro Summon, send the top 2 cards from your opponent's Deck to the Graveyard.
Bicular	ABPF	Bicular	Machine/Effect	Earth	2	200	200			When this card is destroyed by battle, you can Special Summon 1 "Unicycular" from your hand or Deck.
Big Shield Gardna	DL09	BigShieldGardna1	Warrior/Effect	Earth	4	100	2600	L		During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
Biofalcon	TSHD	Biofalcon	Machine/Effect	Light	4	1700	1200			When a Machine-Type monster you control is destroyed by battle and sent to the Graveyard while this card is face-up on the field, you can add 1 Machine-Type monster with 1000 or less ATK from your Deck to your hand.
Bird of Roses	TSHD	BirdofRoses	Plant/Effect	Wind	4	1800	1500			When this face-up Attack Position card is attacked, and it is destroyed as a result of battle and sent to the Graveyard, you can Special Summon 2 Plant-Type Tuner monsters from your Deck in face-up Defense Position.
Black Potan	ABPF	BlackPotan	Fiend/Effect	Dark	1	200	100			If you control a face-up Tuner monster, this card cannot be destroyed by battle. When a face-up Tuner monster(s) you control is removed from the field, gain 800 Life Points.
Black Thunder	TSHD	BlackThunder	Normal Trap							Activate when a "Blackwing" monster you control is destroyed by battle and sent to the Graveyard. Inflict 400 points of damage to your opponent for each card they control.
Black Whirlwind	GLD3	BlackWhirlwind1	Continuous Spell						A1/T1	When a "Blackwing" monster is Normal Summoned to your side of the field, you can add 1 "Blackwing" monster from your Deck to your hand that has less ATK than that monster.
Black-Winged Dragon	CT07	BlackWingedDragon	Dragon/Synchro/Effect	Dark	8	2800	1600			Whenever you would take damage from a card effect, place 1 Black Feather Counter on this card instead. This card loses 700 ATK for each Black Feather Counter on it. Once per turn, you can remove all Black Feather Counters on this card to have 1 face-up monster your opponent controls lose 700 ATK for each Black Feather Counter, and inflict damage to your opponent equal to the ATK lost by that monster because of this effect.
Black-Winged Dragon	TSHD	BlackWingedDragon	Dragon/Synchro/Effect	Dark	8	2800	1600			Whenever you would take damage from a card effect, place 1 Black Feather Counter on this card instead. This card loses 700 ATK for each Black Feather Counter on it. Once per turn, you can remove all Black Feather Counters on this card to have 1 face-up monster your opponent controls lose 700 ATK for each Black Feather Counter, and inflict damage to your opponent equal to the ATK lost by that monster because of this effect.
Black-Winged Strafe	TSHD	BlackWingedStrafe	Normal Spell							Send 1 "Blackwing" monster from your hand to the Graveyard to select 1 Defense Position monster your opponent controls. Send that monster to the Graveyard.
Blackback	STBL	Blackback	Normal Trap							Activate only during your turn. Select 1 "Blackwing" monster with 2000 or less ATK in your Graveyard, and Special Summon it. You cannot Normal Summon or Set the turn you activate this card.
Blackwing - Abrolhos the Megaquake	STBL	BlackwingAbrolhostheMegaquake	Winged Beast/Effect	Dark	7	2600	1800			This card cannot be Special Summoned. Any monsters that battles with this card is not destroyed by that battle, and returns to the hand after damage calculation. Once per turn, during your Main Phase 1, you can have this card lose 1000 ATK, and return all cards in your opponent's Spell and Trap Card Zone to the hand.
Blackwing - Aurora the Northern Lights	STBL	BlackwingAuroratheNorthernLights	Winged Beast/Effect	Light	10	?	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 face-up monsters you control (1 "Blackwing" Tuner and 1 non-Tuner). Once per turn, you can remove from play 1 "Blackwing" Synchro Monster from your Extra Deck. This card's name, ATK, and effects become the same as that monster's, until the End Phase.
Blackwing - Backlash	TSHD	BlackwingBacklash	Normal Trap							Activate only when your opponent declares a direct attack while there are 5 or more "Blackwing" monsters in your Graveyard. Destroy all monsters your opponent controls.
Blackwing - Blizzard the Far North	GLD3	BlackwingBlizzardtheFarNorth1	Winged Beast/Tuner/Effect	Dark	2	1300	0			This card cannot be Special Summoned. When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower "Blackwing" monster from your Graveyard in face-up Defense Position.
Blackwing - Bombardment	TSHD	BlackwingBombardment	Normal Trap							Tribute 1 "Blackwing" monster to select 1 face-up Synchro Monster you control. That Synchro Monster gains ATK equal to the Tributed monster's ATK, until the End Phase.
Blackwing - Boobytrap	STBL	BlackwingBoobytrap	Normal Trap							When this Set card is destroyed by your opponent's card effect while you control a face-up "Blackwing" monster, inflict 1000 damage to your opponent and draw 1 card.
Blackwing - Bora the Spear	DL09	BlackwingBoratheSpear1	Winged Beast/Effect	Dark	4	1700	800			If you control a "Blackwing" monster other than "Blackwing - Bora the Spear", you can Special Summon this card from your hand. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Blackwing - Bora the Spear	GLD3	BlackwingBoratheSpear1	Winged Beast/Effect	Dark	4	1700	800			If you control a "Blackwing" monster other than "Blackwing - Bora the Spear", you can Special Summon this card from your hand. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
Blackwing - Breeze the Zephyr	TSHD	BlackwingBreezetheZephyr	Winged Beast/Tuner	Dark	3	1100	300			If this card is added from the Deck to your hand by a Spell, Trap, or Effect Monster's effect, you can Special Summon this card. This card cannot be used to Synchro Summon a Synchro Monster except a "Blackwing" monster.
Blackwing - Etesian of Two Swords	STBL	BlackwingEtesianofTwoSwords	Winged Beast/Effect	Dark	3	400	1600			If a "Blackwing" monster you control battles an opponent's monster, and that opponent's monster is still on the field at the end of the Damage Step, you can send this card from your hand to the Graveyard to inflict 1000 damage to your opponent.
Blackwing - Gale the Whirlwind	GLD3	BlackwingGaletheWhirlwind1	Winged Beast/Tuner/Effect	Dark	3	1300	400		A1/T1	If you control a "Blackwing" monster other than "Blackwing - Gale the Whirlwind", you can Special Summon this card from your hand. Once per turn, you can halve the ATK and DEF of 1 face-up monster your opponent controls.
Blackwing - Ghibli the Searing Wind	TSHD	BlackwingGhiblitheSearingWind	Winged Beast/Effect	Dark	3	0	1600			When your opponent declares a Direct attack, you can Special Summon this card from your hand. Once per turn, you can switch this card's original ATK and DEF until the End Phase.
Blackwing - Gust the Backblast	TSHD	BlackwingGusttheBackblast	Winged Beast/Effect	Dark	2	900	1400			If you control no cards, you can Special Summon this card from your hand. While this card is face-up on the field, if your opponent's monster attacks a "Blackwing" monster you control, the attacking monster loses 300 ATK during the Damage Step only.
Blackwing - Kalut the Moon Shadow	DL11	BlackwingKaluttheMoonShadow	Winged Beast/Effect	Dark	3	1400	1000			When a "Blackwing" monster you control attacks or is attacked, you can send this card from your hand to the Graveyard during the Damage Step to have that monster gain 1400 ATK until the End Phase.
Blackwing - Kalut the Moon Shadow	GLD3	BlackwingKaluttheMoonShadow	Winged Beast/Effect	Dark	3	1400	1000			When a "Blackwing" monster you control attacks or is attacked, you can send this card from your hand to the Graveyard during the Damage Step to have that monster gain 1400 ATK until the End Phase.
Blackwing - Shura the Blue Flame	GLD3	BlackwingShuratheBlueFlame1	Winged Beast/Effect	Dark	4	1800	1200			When this card destroys an opponent's monster by battle and sends it to the Graveyard, you can Special Summon 1 "Blackwing" monster with 1500 or less ATK from your Deck. That monster's effect(s) is negated.
Blackwing - Sirocco the Dawn	GLD3	BlackwingSiroccotheDawn1	Winged Beast/Effect	Dark	5	2000	900			If your opponent controls a monster and you control no monsters, you can Normal Summon or Set this card without Tributing. Once per turn, you can select 1 face-up "Blackwing" monster you control. It gains ATK equal to the total ATK of all face-up "Blackwing" monsters on the field except itself. Monsters other than the selected monster cannot attack the turn you activate this effect.
Blackwing - Sirocco the Dawn	TU04	BlackwingSiroccotheDawn1	Winged Beast/Effect	Dark	5	2000	900			If your opponent controls a monster and you control no monsters, you can Normal Summon or Set this card without Tributing. Once per turn, you can select 1 face-up "Blackwing" monster you control. It gains ATK equal to the total ATK of all face-up "Blackwing" monsters on the field except itself. Monsters other than the selected monster cannot attack the turn you activate this effect.
Blackwing - Vayu the Emblem of Honor	CT07	blackwingvayutheemblemofhonor	Winged Beast/Tuner	Dark	1	800	0			If this card is face-up on the field, you cannot use it for a Synchro Summon. If this card is in your Graveyard, you can remove from play this card plus 1 non-Tuner "Blackwing" monster in your Graveyard, and Special Summon 1 "Blackwing" Synchro Monster from your Extra Deck who Level equals the total Levels of the removed monsters. The effect(s) of that Synchro Monster is negated.
Blackwing Armed Wing	GLD3	BlackwingArmedWing1	Winged Beast/Synchro/Effect	Dark	6	2300	1000			1 "Blackwing" Tuner + 1 or more non-Tuner monsters. If this card attacks a Defense Position monster, it gains 500 ATK during the Damage Step only. During battle between this attacking card and a Defense Position monster whose DEF is lower then this ATK of this card, inflict the difference as Damage Damage to your opponent.
Blackwing Armor Master	GLD3	BlackwingArmorMaster1	Winged Beast/Synchro/Effect	Dark	7	2500	1500			1 "Blackwing" Tuner + 1 or more non-Tuner monsters. This card cannot be destroyed by battle, and you take no Battle Damage from battles involving this card. If this card attacks a monster, you can place 1 Wedge Counter on that monster at the end of the Damage Step (max. 1). You can remove all Wedge Counters from your opponent's monsters to reduce the ATK and DEF of each monster that had a Wedge Counter to 0, until the End Phase.
Blade Knight	DL09	BladeKnight	Warrior/Effect	Light	4	1600	1000			While you have 1 or fewer cards in your hand, this card gains 400 ATK. If this is the only monster you control, negate the effects of Flip Effect Monsters it destroys by battle.
Blast Sphere	SDMM	BlastSphere1	Machine/Effect	Dark	4	1400	1400	L		Before damage calculation, if this face-down Defense Position card was attacked by an opponent's monster: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK.
Blazing Inpachi	5DS3	BlazingInpachi	Pyro	Fire	4	1850	0			A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.
Blind Spot Strike	DREV	BlindSpotStrike	Quick-Play Spell							Select 1 face-up Defense Position monster your opponent controls and 1 face-up Attack Position monster you control. The monster you control gains ATK equal to the opponent's monster's DEF, until the End Phase.
Blossom Bombardment	TSHD	BlossomBombardment	Normal Trap							Activate only when a Plant-Type monster you control destroys an opponent's monster by battle and sends it to the Graveyard. Inflict damage to your opponent equal to the destroyed monster's original ATK.
Blue-Eyes Ultimate Dragon	DPKB	BlueEyesUltimateDragon	Dragon/Fusion	Light	12	4500	3800			Blue-Eyes White Dragon + "Blue-Eyes White Dragon" + "Blue-Eyes White Dragon"
Blue-Eyes White Dragon	DL09	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Blue-Eyes White Dragon	DPKB	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Blue-Eyes White Dragon	LC01	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Book of Moon	SDMA	BookofMoon1	Quick-Play Spell					D	A1/T1	Target 1 face-up monster on the field; change that target to face-down Defense Position.
Bowganian	SDMA	Bowganian1	Machine/Effect	Dark	3	1300	1000			During each of your Standby Phases: Inflict 600 damage to your opponent.
