Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Amphibian Beast	LON	AmphibianBeast1	Fish	Water	6	2400	2000			On land or in sea, the speed of this monster is unmatchable.
An Owl of Luck	PGD	AnOwlofLuck	Winged Beast/Effect	Wind	2	300	500			FLIP: Select 1 Field Spell Card from your Deck and place it on top of your Deck. If "Necrovalley" is on the field, you can add the selected Field Spell Card to your hand instead.
Ante	MFC	Ante1	Normal Spell					D		Each Player reveals 1 card from their hand. If one card is higher Level than the other, the card with the lower Level is sent to the Graveyard, and the player who revealed it takes 1000 damage. (Non-Monster Cards are treated as Level 0.)
Anti Raigeki	TP3	AntiRaigeki	Normal Trap							When your opponent activates "Raigeki", all of your opponent's monsters are destroyed in place of your own.
Anti-Spell	MFC	AntiSpell	Counter Trap							Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.
Anti-Spell Fragrance	PCY	AntiSpellFragrance	Continuous Trap							Both players must Set Spell Cards before activating them, and cannot activate them until their next turn.
Apprentice Magician	MFC	ApprenticeMagician	Spellcaster/Effect	Dark	2	400	800			When this card is Summoned, put 1 Spell Counter on a face-up card that you can put a Spell Counter on. If this card is destroyed in Battle, you can select 1 Level 2 or lower Spellcaster-Type monster from your Deck and Special Summon it in face-down Defense Position.
Aqua Madoor	SDP	AquaMadoor1	Spellcaster	Water	4	1200	2000			A wizard of the waters that conjures a liquid wall to crush any enemies that oppose him.
Aqua Spirit	LON	AquaSpirit	Aqua/Effect	Water	4	1600	1200			This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WATER monster in your Graveyard. During each of your opponent's Standby Phases, you can change the battle position of 1 of your opponent's face-up Monster Cards. Once changed, the monster must remain in this position for the rest of the turn.
Archfiend Soldier	DCR	ArchfiendSoldier1	Fiend	Dark	4	1900	1500	H		An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.
Archfiend's Oath	DCR	ArchfiendsOath	Continuous Spell							Once per turn you can pay 500 Life Points to declare 1 card name. Pick up the top card from your Deck and if the card name is the one you declared, add it to your hand. If not, send the card you picked up to the Graveyard.
Archfiend's Roar	DCR	ArchfiendsRoar	Normal Trap							Pay 500 Life Points to activate this card. Special Summon 1 Archfiend Monster Card from your Graveyard. This monster cannot be Tributed under any conditions and is destroyed during the End Phase of this turn.
Armed Ninja	SDP	ArmedNinja	Warrior/Effect	Earth	1	300	300			FLIP: Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position.
Armor Exe	MFC	ArmorExe	Rock/Effect	Light	4	2400	1400			This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent's Standby Phases, remove 1 Spell Counter on your side of the field. If you do not do so, this card is destroyed.
Armored Lizard	SDJ	ArmoredLizard	Reptile	Earth	4	1500	1200			A lizard with a very tough hide and a vicious bite.
Array of Revealing Light	LOD	ArrayofRevealingLight	Field Spell							Declare 1 Type of monster. Any monster of the selected Type cannot attack during the turn it is Summoned (including Flip Summon and Special Summon).
Arsenal Bug	PGD	ArsenalBug	Insect/Effect	Earth	3	2000	2000			If there are no face-up Insect-Type monsters (except this monster) on your side of the field, both the ATK and DEF of this monster become 1000 points.
Arsenal Robber	DCR	ArsenalRobber	Normal Trap							Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.
Arsenal Summoner	DCR	ArsenalSummoner1	Spellcaster/Effect	Wind	4	1600	1600			FLIP: Add 1 "Guardian" card from your Deck to your hand, except "Celtic Guardian", "Winged Dragon, Guardian of the Fortress #1", "Winged Dragon, Guardian of the Fortress #2", "Guardian of the Labyrinth", or "The Reliable Guardian".
Asura Priest	LOD	AsuraPriest1	Fairy/Spirit	Light	4	1700	1200	H		Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. This card can attack all monsters your opponent controls once each.
Autonomous Action Unit	MFC	AutonomousActionUnit2	Equip Spell							Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.
Axe Raider	TP3	AxeRaider	Warrior	Earth	4	1700	1150			An axe-wielding monster of tremendous strength and agility.
B. Skull Dragon	TP3	BSkullDragon	Dragon/Fusion	Dark	9	3200	2500			Summoned Skull + "Red-Eyes B. Dragon"
Baby Dragon	SDJ	BabyDragon	Dragon	Wind	3	1200	700			Much more than just a child, this dragon is gifted with untapped power
Bad Reaction to Simochi	LOD	BadReactiontoSimochi	Continuous Trap							As long as this card remains face-up on the field, the effect of increasing your opponent's Life Points is negated and changed to inflict the same amount of points in Direct Damage to your opponent's Life Points.
Bait Doll	LON	BaitDoll1	Normal Spell					D		Target 1 Set card in the Spell & Trap Card Zone; reveal that target, force its activation if it is a Trap Card, then negate its effect if the activation timing is incorrect, and if you do, destroy it. (If it is not a Trap Card, return it face-down.) When this card resolves, shuffle it into the Deck instead of sending it to the Graveyard.
Banner of Courage	PGD	BannerofCourage	Continuous Spell							During your Battle Phase, all monsters you control gain 200 ATK.
Bark of Dark Ruler	LOD	BarkofDarkRuler	Normal Trap							You can activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay your Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
Barrel Behind The Door	PGD	BarrelBehindTheDoor	Counter Trap							You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Switch the Effect Damage you receive to your opponent's Life Points.
Battle Footballer	DCR	BattleFootballer	Machine	Fire	4	1000	2100			A cyborg with high defense power. Originally it was invented for a football machine.
Battle-Scarred	DCR	BattleScarred	Continuous Trap							Select 1 Archfiend monster on your side of the field when you activate this card. When the monster's controller pays Life Points during the Standby Phase for the selected monster, that player's opponent also must pay equal Life Points. If this card is destroyed or removed from the field, destroy the selected monster. When the selected monster is destroyed or removed from the field, this card is also destroyed.
Bazoo the Soul-Eater	LON	BazootheSoulEater1	Beast/Effect	Earth	4	1600	900	H		Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until your opponent's End Phase.
Berserk Dragon	DCR	BerserkDragon	Zombie/Effect	Dark	8	3500	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of "A Deal with Dark Ruler". This card can attack all monsters on your opponent's side of the field once each. Decrease the ATK of this card by 500 points during the End Phase of each of your turns.
Beta The Magnet Warrior	DOR	BetaTheMagnetWarrior1	Rock	Earth	4	1700	1600			Alpha, Beta, and Gamma meld as one to form a powerful monster.
Big Bang Shot	MFC	BigBangShot1	Equip Spell					D		The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card leaves the field, banish the equipped monster.
Big Eye	SDJ	BigEye1	Fiend/Effect	Dark	4	1200	1000			FLIP: Look at up to 5 cards from the top of your Deck, then return them to the top of the Deck in any order.
Bio-Mage	LON	BioMage	Fairy	Light	3	1150	1000			A mysterious priest created as a result of the latest advances in biotechnology.
Birdface	PGD	Birdface	Winged Beast/Effect	Wind	4	1600	1600			When this card is sent to the Graveyard as a result of battle, you can add 1 "Harpie Lady" from your Deck to your hand. Then shuffle your Deck.
Black Illusion Ritual	SDP	BlackIllusionRitual1	Ritual Spell							This card is used to Ritual Summon "Relinquished". You must also Tribute monsters from the field or your hand whose total Levels equal 1 or more.
Black Luster Soldier	WCS	BlackLusterSoldier1	Warrior/Ritual	Earth	8	3000	2500			You can Ritual Summon this card with "Black Luster Ritual".
Black Pendant	SDP	BlackPendant	Equip Spell							The equipped monster gains 500 ATK. When this card is sent from the field to the Graveyard, inflict 500 damage to your opponent.
Bladefly	TP3	Bladefly	Insect/Effect	Wind	2	600	700			As long as this card remains face-up on the field, increase the ATK of all WIND monsters by 500 points and decrease the ATK of all EARTH monsters by 400 points.
Blast Held By a Tribute	DCR	BlastHeldByaTribute	Normal Trap							Activate only when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned, or Set. Destroy all face-up Attack Position monsters on your opponent's sid eof the field and inflict 1000 damage to your opponent.
Blast with Chain	LOD	BlastwithChain1	Normal Trap					D		Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
Blind Destruction	LON	BlindDestruction	Continuous Trap							During your Standby Phase, roll 1 six-sided die once. Destroy any monsters whose Level Stars are equal to the number rolled. If the number is 6, destroy all face-up Level 6 or higher monsters on the field.
Blindly Loyal Goblin	DCR	BlindlyLoyalGoblin	Warrior/Effect	Earth	4	1800	1500			As long as this card remains face-up on the field, control of this card cannot switch.
Block Attack	SDJ	BlockAttack	Normal Spell							Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.
Blue-Eyes Toon Dragon	SDP	BlueEyesToonDragon1	Dragon/Toon/Effect	Light	8	3000	2500			Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control a face-up "Toon World". Must first be Special Summoned (from your hand) by Tributing the same number of monsters required for a Tribute Summon (normally 2). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.
Boneheimer	LON	Boneheimer	Aqua	Water	3	850	400			This monster wanders the seas, sucking dry any creatures that it may encounter.
Book of Life	PGD	BookofLife1	Normal Spell							Target 1 Zombie-Type monster in your Graveyard and 1 monster in your opponent's Graveyard; Special Summon the first target, also banish the second target.
Book of Moon	PGD	BookofMoon1	Quick-Play Spell					D	A1/T1	Target 1 face-up monster on the field; change that target to face-down Defense Position.
Book of Taiyou	PGD	BookofTaiyou	Normal Spell							Flip 1 face-down monster on the field into face-up Attack Position.
Bottomless Shifting Sand	PGD	BottomlessShiftingSand	Continuous Trap							At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.
Bottomless Trap Hole	LOD	BottomlessTrapHole1	Normal Trap						A2/T2	When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it instead of sending it to the Graveyard.
Breaker the Magical Warrior	MFC	BreakertheMagicalWarrior1	Spellcaster/Effect	Dark	4	1600	1000	D		When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.
Bubble Crash	LOD	BubbleCrash	Normal Trap							This card can only be activated when any player has more than 6 cards on the field and/or in their hand. The player(s) must then select and send cards to their respective Graveyards until the amount remaining on the field and their hand is 5.
Burning Beast	MFC	BurningBeast	Pryo/Union/Effect	Fire	4	1500	1000			Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your "Freezing Beast" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, each time the equipped monster inflicts Battle Damage to your opponent, destroy 1 face-up Spell or Trap Card on the field. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed by battle, destroy this card instead.)
Burst Breath	LOD	BurstBreath	Normal Trap							Tributing 1 Dragon-Type monster on your side of the field. Destroy all face-up monsters on the field whose DEF is equal to or lower than the ATK of the Tributed monster.
Buster Blader	DL1	BusterBlader1	Warrior/Effect	Earth	7	2600	2300	H		This card gains 500 ATK for each Dragon-Type monster your opponent controls or is in their Graveyard.
Buster Rancher	PGD	BusterRancher	Equip Spell							Only a monster with an ATK of 1000 points or less can be equipped with this card. During damage calculation, increase the ATK of the monster equipped with this card by 2500 points if the opponent's monster that battles it is in Attack Position and its ATK is 2500 or more, OR if the opponent's monster that battles it is in Defense Position and its DEF is 2500 or more.
Butterfly Dagger - Elma	DCR	ButterflyDaggerElma1	Equip Spell						A0/T1	The equipped monster gains 300 ATK. When this card is destroyed and sent to the Graveyard while equipped: You can return this card to the hand.
Byser Shock	PGD	ByserShock	Fiend/Effect	Dark	5	800	600			When this card is Normal Summoned, Flip Summoned, or Special Summoned, return all Set cards on the field to their owner's respective hands.
Call of the Grave	TP4	CalloftheGrave	Normal Trap							You can activate this card when your opponent activates 'Monster Reborn'. Negate the effect of 'Monster Reborn'.
Call of the Mummy	PGD	CalloftheMummy1	Continuous Spell							Once per turn: You can Special Summon 1 Zombie-Type monster from your hand. You must control no monsters to activate and to resolve this effect.
Card Shuffle	PGD	CardShuffle	Continuous Spell							Pay 300 Life Points to use this card's effect. Shuffle either your or your opponent's Deck. You can only use this effect during your turn, once per turn.
Card of Safe Return	LON	CardofSafeReturn	Continuous Spell						A0/T1	When a monster is Special Summoned to the field from your Graveyard, you can draw 1 card from your Deck.
Castle Walls	SDJ	CastleWalls	Normal Trap							Increase a selected monster's DEF by 500 points during the turn this card is activated.
Castle Walls	SDP	CastleWalls	Normal Trap							Increase a selected monster's DEF by 500 points during the turn this card is activated.
Cat's Ear Tribe	MFC	CatsEarTribe	Beast-Warrior/Effect	Earth	1	200	100			During the Damage Steps of your opponent's turn, the original ATK of his/her monster(s) that attack this monster becomes 200 points.
Cave Dragon	LOD	CaveDragon	Dragon/Effect	Wind	4	2000	100			If there is a monster on your side of the field, you cannot Normal Summon this monster. In addition, if there are no Dragon-Type monsters except this card on your side of the field, this monster cannot attack.
Cestus of Dagla	DCR	CestusofDagla	Equip Spell							This card can only be equipped to Fairy-Type monsters. A monster equipped with this card increases it ATK by 500 points. When this card inflicts Battle Damage to your opponent's Life Points, gain Life Points by an equal amount.
Chain Destruction	TP4	ChainDestruction1	Normal Trap							When a monster(s) with 2000 or less ATK is Summoned: Target 1 of them; destroy all cards with that name in its controller's hand and Deck.
Change of Heart	SDJ	ChangeofHeart1	Normal Spell					R	A0/T1	Target 1 monster your opponent controls; take control of it until the End Phase.
Change of Heart	SDP	ChangeofHeart1	Normal Spell					R	A0/T1	Target 1 monster your opponent controls; take control of it until the End Phase.
Chaos Command Magician	MFC	ChaosCommandMagician	Spellcaster/Effect	Light	6	2400	1900			Negate the effect of a Monster Card that targets this 1 card.
Charm of Shabti	PGD	CharmofShabti	Rock/Effect	Earth	1	100	100			Discard this card from your hand. Until the End Phase, make the Battle Damage to monsters that include "Gravekeeper's" in their card name 0.
Checkmate	DCR	Checkmate	Normal Spell							Tribute 1 Archfiend monster on your side of the field. During this turn, 1 "Terrorking Archfiend" on your side of the field can attack your opponent's Life Points directly.
Chosen One	LON	ChosenOne	Normal Spell							Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card among them. If it is a Monster Card, it is Special Summoned and send the remaining 2 cards to the Graveyard. If not, send all the cards to the Graveyard
Cobra Jar	PGD	CobraJar	Reptile/Effect	Earth	2	600	300			FLIP: Special Summon 1 "Poisonous Snake Token" (Reptile-Type/EARTH/3 Stars/ATK 1200/DEF 1200). When the "Poisonous Snake Token" is destroyed by battle, inflict 500 damage to your opponent.
Cobraman Sakuzy	PGD	CobramanSakuzy	Reptile/Effect	Earth	3	800	1400			You can flip this card into face-down Defense Position once per turn during your Main Phase. When this card is flipped face-up, look at all Set Spell and Trap Cards on your opponent's side of the field and then return them to their original position.
Coffin Seller	PGD	CoffinSeller	Continuous Trap							Each time Monster Card(s) are sent to your opponent's Graveyard, inflict 300 damage to your opponent.
Collected Power	LON	CollectedPower1	Normal Trap							Target 1 face-up monster on the field; equip it with all Equip Cards on the field. If any of those Equip Cards is now equipped to an incorrect target, destroy that Equip Card.
Combination Attack	MFC	CombinationAttack	Quick-Play Spell							During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equipped with a Union Monster. Change the Union Monster back to a monster in face-up Attack or Defense Position. Also, the monster that was equipped with the Union Monster may attack again this turn.
Continuous Destruction Punch	MFC	ContinuousDestructionPunch	Continuous Spell							When the ATK of an attacking monster on your opponent's side of the field is lower than the DEF of the attacked Defense Position monster on your side of the field destroy the attacking monster. Damage calculation is applied normally.
Contract with Exodia	DCR	ContractwithExodia	Normal Spell							Activate only when you have "Exodia the Forbidden One", "Right Arm of the Forbidden One", "Left Arm of the Forbidden One", "Right Leg of the Forbidden One", and "Left Leg of the Forbidden One" in you Graveyard. Special Summon 1 "Exodia Necross" from your hand.
Contract with the Abyss	DCR	ContractwiththeAbyss1	Ritual Spell							This card can be used to Ritual Summon any DARK Ritual Monster. You must also Tribute monsters from your ahnd or field whose total Levels exactly equal the Level of the Ritual Monster you Ritual Summon.
Contract with the Dark Master	DCR	ContractwiththeDarkMaster1	Ritual Spell							This card is used to Ritual Summon "Dark Master - Zorc". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Convulsion of Nature	LOD	ConvulsionofNature	Continuous Spell							As long as this card remains face-up on the field, both players must turn their respective Decks upside down and continue the current Duel.
Cost Down	DCR	CostDown	Normal Spell							Discard 1 card from your hand. Downgrade all Monster Cards in your hand by 2 Levels until the End Phase of the turn this card is activated.
Creature Swap	LOD	CreatureSwap1	Normal Spell					R		Each player chooses 1 monster they control and switches control of those monsters with each other. Those monsters cannot change their battle positions for the rest of this turn.
Crimson Sentry	LON	CrimsonSentry	Warrior/Effect	Fire	4	1500	1200			Tribute this face-up card to return 1 of your monsters destroyed by battle during this turn to the bottom of your Deck.
Cure Mermaid	LON	CureMermaid	Fish/Effect	Water	4	1500	800			As long as this card remains face-up on your side of the field, gain 800 Life Points during each of your Standby Phases.
Curse of Aging	PGD	CurseofAging	Normal Trap							Discard 1 card from your hand. Decrease the ATK and DEF of all monsters on your opponent's side of the field by 500 points until the end of the turn this card is activated.
Curse of Royal	PGD	CurseofRoyal	Counter Trap							Negate the activation of a Spell or Trap Card that includes the effect of destroying 1 Spell or Trap Card and destroy it.
Curse of the Masked Beast	LON	CurseoftheMaskedBeast	Ritual Spell							This card is used to Ritual Summon The Masked Beast. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Cyber Raider	DCR	CyberRaider	Machine/Effect	Dark	4	1400	1000			When this card is Normal Summoned, Flip Summoned, or Special Summoned successfully, select and activate 1 of the following effects: ? Select 1 equipped Equip Spell Card and destroy it. ? Select 1 equipped Equip Spell Card and equip it to this card.
Cyclon Laser	LON	CyclonLaser	Equip Spell							You can only equip this card to "Gradius". Increase the ATK of "Gradius" by 300 points. When the equipped "Gradius" attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.
D. Tribe	PGD	DTribe	Normal Trap							All monsters on your side of the field are treated as Dragon-Types until the End Phase of this turn.
D.D. Crazy Beast	MFC	DDCrazyBeast	Beast/Effect	Earth	3	1400	1400			A monster that this card destroys as a result of battle is removed from play.
D.D. Trainer	DCR	DDTrainer	Fiend	Dark	1	100	2000			A poor goblin that was sucked into a different dimension. However, he's doing his best with his new destiny.
D.D. Warrior Lady	DCR	DDWarriorLady2	Warrior/Effect	Light	4	1500	1600			After damage calculation, when this card battles an opponent's monster: You can banish that monster, also banish this card.
Dancing Fairy	LON	DancingFairy	Fairy/Effect	Wind	4	1700	1000			As long as this card remains in face-up Defense Position on your side of the field, gain 1000 Life Points during each of your Standby Phases.
Dark Balter the Terrible	LOD	DarkBaltertheTerrible	Fiend/Fusion/Effect	Dark	5	2000	1200			Possessed Dark Soul + "Frontier Wiseman" A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. When a Normal Spell Card is activated, negate the effect by paying 1000 Life Points. The effect of an Effect Monster that this monster destroys as a result of battle is negated.
Dark Blade	MFC	DarkBlade	Warrior	Dark	4	1800	1500			They say he is a dragon manipulating warrior from the dark world. His attack is tremendous, using his great swords with vicious power.
Dark Cat with White Tail	MFC	DarkCatwithWhiteTail1	Beast/Effect	Earth	2	800	500			FLIP: Select 2 Monster Cards on your opponent's side of the field and 1 Monster Card on your side of the field and return them to their owners' hand.
Dark Coffin	PGD	DarkCoffin	Normal Trap							When this face-down card is destroyed and sent to the Graveyard, your opponent selects and executes 1 of the following effects: *Discard 1 random card in their hand. *Select 1 monster on their side of the field and destroy it.
Dark Core	MFC	DarkCore	Normal Spell							Discard 1 card from your hand. Remove 1 face-up monster on the field from play.
Dark Designator	PGD	DarkDesignator	Normal Spell							Declare 1 Monster Card name. If the declared card is in your opponent's Deck, add 1 of that card to your opponent's hand.
Dark Dust Spirit	PGD	DarkDustSpirit1	Zombie/Spirit	Earth	6	2200	1800	R		Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. When this card is Normal Summoned or flipped face-up: Destroy all face-up monsters on the field except this card.
Dark Elf	TP3	DarkElf	Spellcaster/Effect	Dark	4	2000	800			This card requires a cost of 1000 of your own Life Points to attack.
Dark Flare Knight	DCR	DarkFlareKnight1	Warrior/Fusion/Effect	Dark	6	2200	800			"Dark Magician" + "Flame Swordsman". You take no Battle Damage from battles involving this card. When this card is destroyed by battle and sent to the Graveyard: Special Summon 1 "Mirage Knight" from your hand or Deck.
Dark Hole	SDJ	DarkHole1	Normal Spell						A1/T1	Destroy all monsters on the field.
Dark Hole	SDP	DarkHole1	Normal Spell						A1/T1	Destroy all monsters on the field.
Dark Jeroid	PGD	DarkJeroid	Fiend/Effect	Dark	4	1200	1500			When this card is Normal Summoned, Flip Summoned, or Special Summoned successfully, select 1 face-up monster on the field. As long as the monster remains face-up on the field, decrease its ATK by 800 points.
Dark Magician	PCY	DarkMagician1	Spellcaster	Dark	7	2500	2100			The ultimate wizard in terms of attack and defense.
Dark Magician Girl	MFC	DarkMagicianGirl1	Spellcaster/Effect	Dark	6	2000	1700			This card gains 300 ATK for every "Dark Magician" or "Magician of Black Chaos" in any Graveyard.
Dark Master - Zorc	DCR	DarkMasterZorc1	Fiend/Ritual/Effect	Dark	8	2700	1500			You can only Ritual Summon this card with "Contract with the Dark Master". Once per turn: You can roll 1 six-sided die, then destroy all monsters your opponent controls if you roll 1 or 2, destroy 1 monster your opponent controls if you roll 3, 4 or 5, or destroy all monsters you control if you roll 6.
Dark Necrofear	DL2	DarkNecrofear1	Fiend/Effect	Dark	8	2200	2800			Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend-Type monsters from your Graveyard. During the End Phase, if this card was destroyed by an opponent's card this turn (either by battle or by card effect) and sent to the Graveyard while it was a Monster Card in your possession: Target 1 face-up monster your opponent controls; equip this card from the Graveyard to that target. While this card is equipped to a monster by this effect, take control of that monster.
Dark Necrofear	LON	DarkNecrofear1	Fiend/Effect	Dark	8	2200	2800			Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 3 Fiend-Type monsters from your Graveyard. During the End Phase, if this card was destroyed by an opponent's card this turn (either by battle or by card effect) and sent to the Graveyard while it was a Monster Card in your possession: Target 1 face-up monster your opponent controls; equip this card from the Graveyard to that target. While this card is equipped to a monster by this effect, take control of that monster.
Dark Paladin	MFC	DarkPaladin1	Spellcaster/Fusion/Effect	Dark	8	2900	2400			"Dark Magician" + "Buster Blader". Must be Fusion Summoned and cannot be Special Summoned by other ways. During either player's turn, when a Spell Card is activated: You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. This card gains 500 ATK for each Dragon-Type monster on the field or in either player's Graveyard.
