Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Arcana Force XIV - Temperance	BP01	ArcanaForceXIVTemperance1	Fairy/Effect	Light	6	2400	2400	H		During damage calculation, in either player's turn: You can discard this card; you take no Battle Damage from that battle. When this card is Summoned: Toss a coin and apply this effect. The effect lasts while this card is face-up on the field. *Heads: Halve all Battle Damage you take. *Tails: Halve all Battle Damage your opponent takes.
Arcana Knight Joker	LCYW	ArcanaKnightJoker2	Warrior/Fusion/Effect	Light	9	3800	2500			"Queen's Knight" + "Jack's Knight" + "King's Knight". A Fusion Summon of this card can only be done with the above Fusion Material Monsters. Once per turn, during either player's turn, if this face-up card on the field is targeted by a Spell Card, Trap Card, or monster effect: You can discard the same type of card (Spell, Trap or Monster Card); negate the effect.
Arcane Barrier	DL14	ArcaneBarrier	Continuous Spell							Each time a Spellcaster-Type monster(s) on the field is destroyed, place 1 Spell Counter on this card (max. 4). You can send this card and 1 face-up Spellcaster-Type monster you control to the Graveyard to draw 1 card for each Spell Counter on this card.
Arcanite Magician	DL14	ArcaniteMagician	Spellcaster/Synchro/Effect	Light	7	400	1800			1 Tuner + 1 or more non-Tuner Spellcaster-Type monsters When this card is Synchro Summoned, place 2 Spell Counters on it. This card gains 1000 ATK for each Spell Counter on it. You can remove 1 Spell Counter from a card you control to destroy 1 card your opponent controls.
Archfiend Soldier	BP01	ArchfiendSoldier1	Fiend	Dark	4	1900	1500	H		An expert at battle who belongs to a crack diabolical unit. He's famous because he always gets the job done.
Archfiend of Gilfer	LCYW	ArchfiendofGilfer1	Fiend/Effect	Dark	6	2200	2500			When this card is sent to the Graveyard: You can target 1 face-up monster on the field; equip that target with this card. That monster loses 500 ATK while equipped with this card.
Armed Dragon LV3	LCYW	ArmedDragonLV31	Dragon/Effect	Wind	3	1200	900			During your Standby Phase: You can send this face-up card from the field to the Graveyard; Special Summon 1 "Armed Dragon LV5" from your hand or Deck.
Armed Dragon LV5	LCYW	ArmedDragonLV51	Dragon/Effect	Wind	5	2400	1700			You can send 1 monster from your hand to the Graveyard to target 1 face-up monster your opponent controls with ATK less than or equal to the sent monster's ATK; destroy that target. During the End Phase, if this card destroyed a monster by battle this turn: You can send this face-up card to the Graveyard; Special Summon 1 "Armed Dragon LV7" from your hand or Deck.
Armed Dragon LV7	LCYW	ArmedDragonLV71	Dragon/Effect	Wind	7	2800	1000			Cannot be Normal Summoned/Set. Must be Special Summoned by "Armed Dragon LV5", and cannot be Special Summoned by other ways. You can send 1 monster from your hand to the Graveyard; destroy all face-up monsters your opponent controls with ATK less than or equal to the sent monster's ATK.
Armed Samurai - Ben Kei	DL14	ArmedSamuraiBenKei1	Warrior/Effect	Dark	4	500	800			For each Equip Card equipped to this card, it gains 1 additional attack during each Battle Phase.
Armed Samurai - Ben Kei	LCYW	ArmedSamuraiBenKei1	Warrior/Effect	Dark	4	500	800			For each Equip Card equipped to this card, it gains 1 additional attack during each Battle Phase.
Armed Sea Hunter	SDRE	armedseahunter	Sea Serpent/Effect	Water	4	1800	400			If you control a face-up Water monster, other than this card, negate the effect(s) of an Effect Monster that battles this card after damage calculation. If this card would be destroyed, you can destroy 1 face-up Level 3 or lower Water monster you control instead.
Armor Blast	ORCS	ArmorBlast	Normal Spell							Target 1 face-up "Inzektor" card you control and 2 face-up cards your opponent controls; destroy them.
Armor Ninjitsu Art of Alchemy	ORCS	ArmorNinjitsuArtofAlchemy	Normal Spell							If you control a "Ninjitsu Art" card: Destroy all face-up "Ninjitsu Art" cards you control, then draw 2 cards.
Armor Ninjitsu Art of Freezing	ORCS	ArmorNinjitsuArtofFreezing	Continuous Trap							When an opponent's monster declares an attack, if you control a face-up "Ninja" monster: You can flip this card face-up; negate that attack, and end the Battle Phase. Once this card is face-up on the field, monsters your opponent controls cannot change their Battle Positions while you control a face-up "Ninja" monster(s).
Armor Ninjitsu Art of Rust Mist	ORCS	ArmorNinjitsuArtofRustMist	Continuous Trap							When a monster(s) is Special Summoned to your opponent's side of the field, if you control a face-up "Ninja" monster: Halve the ATK of that Special Summoned monster(s).
Armored Bee	PRC1	ArmoredBee	Insect/Effect	Wind	4	1600	1200			Once per turn: You can target 1 face-up monster your opponent controls; halve that target's ATK until the End Phase.
Arsenal Summoner	LCYW	ArsenalSummoner1	Spellcaster/Effect	Wind	4	1600	1600			FLIP: Add 1 "Guardian" card from your Deck to your hand, except "Celtic Guardian", "Winged Dragon, Guardian of the Fortress #1", "Winged Dragon, Guardian of the Fortress #2", "Guardian of the Labyrinth", or "The Reliable Guardian".
Astral Barrier	AP01	AstralBarrier	Continuous Trap							If your opponent's monster attacks a monster on your side of the field, you can make the attack a direct attack to your Life Points.
Asura Priest	BP01	AsuraPriest1	Fairy/Spirit	Light	4	1700	1200	H		Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. This card can attack all monsters your opponent controls once each.
Atlantean Attack Squad	REDU	AtlanteanAttackSquad	Sea Serpent/Effect	Water	3	1400	0			This card gains 800 ATK while you control a face-up Fish, Sea Serpent, or Aqua-Type monster other than this card.
Atlantean Attack Squad	SDRE	AtlanteanAttackSquad	Sea Serpent/Effect	Water	3	1400	0			This card gains 800 ATK while you control a face-up Fish, Sea Serpent, or Aqua-Type monster other than this card.
Atlantean Dragoons	SDRE	AtlanteanDragoons	Sea Serpent/Effect	Water	4	1800	0			All face-up Level 3 or lower Sea Serpent-Type monsters you control can attack your opponent directly. When this card is sent to the Graveyard to activate a WATER monster's effect: Add 1 Sea Serpent-Type monster from your Deck to your hand, except "Atlantean Dragoons".
Atlantean Heavy Infantry	SDRE	AtlanteanHeavyInfantry	Sea Serpent/Effect	Water	2	0	1600			During your Main Phase, you can Normal Summon a Level 4 or lower Sea Serpent-Type monster in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) When this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 face-up card your opponent controls; destroy that target.
Atlantean Marksman	SDRE	AtlanteanMarksman	Sea Serpent/Effect	Water	3	1400	0			When this card inflicts Battle Damage to your opponent: You can Special Summon 1 Level 4 or lower Sea Serpent-Type "Atlantean" monster, except "Atlantean Marksman", from your Deck. When this card is sent to the Graveyard to activate a WATER monster's effect: Target 1 Set card your opponent controls; destroy that target.
Atlantean Pikeman	SDRE	AtlanteanPikeman	Sea Serpent	Water	2	1400	0			The Great Ocean Lord, who reigns over the depths, is served by these lancers. Deep-sea creatures exist in fear of facing the stream of attacks their lances are capable of.
Attack the Moon!	ABYR	AttacktheMoon	Continuous Spell							Once per turn, when the battle position of a Rock-Type monster you control is changed: You can target 1 Spell/Trap Card your opponent controls; destroy that target.
Aurkus, Lightsworn Druid	RYMP	AurkusLightswornDruid1	Beast-Warrior/Effect	Light	3	1200	1800			"Lightsworn" monsters (everywhere) cannot be targeted by Spells, Traps, or card effects. During each of your End Phases: Send the top 2 cards of your Deck to the Graveyard. You must control this face-up card to activate and to resolve this effect.
Autonomous Action Unit	BP01	AutonomousActionUnit2	Equip Spell							Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.
Axe Dragonute	SDDC	AxeDragonute1	Dragon/Effect	Dark	4	2000	1200			If this card attacks, change it to Defense Position at the end of the Damage Step.
Axe of Despair	BP01	AxeofDespair1	Equip Spell					D		The equipped monster gains 1000 ATK. When this card is sent from the field to the Graveyard: You can Tribute 1 monster; return this card to the top of the Deck.
Backup Warrior	BP01	BackupWarrior	Warrior/Effect	Earth	5	2100	0	H		Cannot be Normal Summoned or Set. Must first be Special Summoned (from your hand) while the only monsters you control are 2 Defense Position monsters. You cannot Synchro Summon the turn you Special Summon this card.
Bahamut Shark	ABYR	BahamutShark	Sea Serpent/Xyz/Effect	Water	*4	2600	2100			2 Level 4 WATER monsters. Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 Rank 3 or lower WATER Xyz Monster from your Extra Deck. This card cannot attack for the rest of this turn.
Bait Doll	BP01	BaitDoll1	Normal Spell					D		Target 1 Set card in the Spell & Trap Card Zone; reveal that target, force its activation if it is a Trap Card, then negate its effect if the activation timing is incorrect, and if you do, destroy it. (If it is not a Trap Card, return it face-down.) When this card resolves, shuffle it into the Deck instead of sending it to the Graveyard.
Banisher of the Light	LCYW	BanisheroftheLight1	Fairy/Effect	Light	3	100	2000			Any card sent to the Graveyard is banished instead.
Battle Break	ABYR	BattleBreak	Normal Trap							When an opponent's monster declares an attack: Your opponent can reveal 1 monster in their hand to negate this card's effect, otherwise destroy the attacking monster, then end the Battle Phase.
Battle Fader	BP01	BattleFader1	Fiend/Effect	Dark	1	0	0	L		When an opponent's monster declares a direct attack: You can Special Summon this card from your hand, then end the Battle Phase. If this card is Special Summoned with this effect, banish it when it leaves the field.
Bazoo the Soul-Eater	BP01	BazootheSoulEater1	Beast/Effect	Earth	4	1600	900	H		Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until your opponent's End Phase.
Beast King Barbaros	BP01	BeastKingBarbaros1	Beast-Warrior/Effect	Earth	8	3000	1200	H		You can Normal Summon or Set this card without Tributing, but its original ATK becomes 1900. You can Tribute 3 monsters to Tribute Summon this card. If you do: Destroy all cards your opponent controls.
Beastly Mirror Ritual	PRC1	BeastlyMirrorRitual	Ritual Spell							This card is used to Ritual Summon "Fiend's Mirror". You must also Tribute monsters from the field or your hand whose total Levels equal 6 or more.
Beckoning Light	LCYW	BeckoningLight1	Normal Trap							Discard your entire hand, then for each card you discarded to the Graveyard by this effect, add 1 LIGHT monster from your Graveyard to your hand.
Beetron	GAOV	Beetron	Insect/Effect	Dark	4	1600	900			You can send 1 face-up Spell/Trap Card you control to the Graveyard to target 1 Level 4 or lower Insect-Type monster in your Graveyard; Special Summon that target in face-up Defense Position. The effect of "Beetron" can only be used once per turn.
Berfomet	LCYW	Berfomet1	Fiend/Effect	Dark	5	1400	1800			When this card is Normal or Flip Summoned: You can add 1 "Gazelle the King of Mythical Beasts" from your Deck to your hand.
Berserk Scales	GAOV	BerserkScales	Quick-Play Spell							Target 1 face-up monster you control (except a monster that is attacking directly); it gains 1000 ATK but cannot attack your opponent directly for the rest of this turn, and in the End Phase of this turn, it loses 2000 ATK.
Beta The Magnet Warrior	LCYW	BetaTheMagnetWarrior1	Rock	Earth	4	1700	1600			Alpha, Beta, and Gamma meld as one to form a powerful monster.
Big Bang Shot	BP01	BigBangShot1	Equip Spell					D		The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card leaves the field, banish the equipped monster.
Big Evolution Pill	TU07	BigEvolutionPill	Normal Spell							Tribute 1 Dinosaur-Type monster to activate this card. This card remains face-up on the field for 3 of your opponent's turns. While this card is face-up on the field, you can Normal Summon or Set Dinosaur-Type monsters without Tributing.
Big Eye	LCYW	BigEye1	Fiend/Effect	Dark	4	1200	1000			FLIP: Look at up to 5 cards from the top of your Deck, then return them to the top of the Deck in any order.
Big Jaws	BP01	BigJaws1	Fish/Effect	Water	3	1800	300	H		At the end of the Battle Phase, if this card attacked: Banish it.
Big Shield Gardna	BP01	BigShieldGardna1	Warrior/Effect	Earth	4	100	2600	L		During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
Big Shield Gardna	LCYW	BigShieldGardna1	Warrior/Effect	Earth	4	100	2600	L		During either player's turn, when this face-down card (and no other cards) is targeted by a Spell Card: Change this card to face-up Defense Position, and if you do, negate the Spell Card's activation. If this card is attacked, change it to Attack Position at the end of the Damage Step.
Big Wave Small Wave	SDRE	BigWaveSmallWave	Normal Spell							Destroy all face-up WATER monsters on your field. Then you can Special Summon WATER monsters from your hand, up to the same number of monsters destroyed by this effect.
Black Dragon's Chick	SDDC	BlackDragonsChick	Dragon/Effect	Dark	1	800	500			You can send this face up card you control to the GY; Special Summon 1 "Red-Eyes Black Dragon" from your hand.
Black Horn of Heaven	LCYW	BlackHornofHeaven1	Counter Trap							When your opponent would Special Summon a monster: Negate the Special Summon, and if you do, destroy it.
Black Illusion Ritual	LCYW	BlackIllusionRitual1	Ritual Spell							This card is used to Ritual Summon "Relinquished". You must also Tribute monsters from the field or your hand whose total Levels equal 1 or more.
Black Luster Ritual	LCYW	BlackLusterRitual1	Ritual Spell							This card is used to Ritual Summon "Black Luster Soldier". You must also Tribute monsters from your hand or field whose total Levels equal 8 or more.
Black Luster Soldier	LCYW	BlackLusterSoldier1	Warrior/Ritual	Earth	8	3000	2500			You can Ritual Summon this card with "Black Luster Ritual".
Black Luster Soldier - Envoy of the Beginning	LCYW	BlackLusterSoldierEnvoyoftheBeginning2	Warrior/Effect	Light	8	3000	2500		A1/T1	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn, you can activate 1 of these effects. *Target 1 monster on the field; banish that target face-up. This card cannot attack the turn you activate this effect. *During the Damage Step, if this attacking card destroys an opponent's monster by battle: It can make a second attack in a row.
Black Magic Ritual	LCYW	BlackMagicRitual1	Ritual Spell							This card is used to Ritual Summon "Magician of Black Chaos". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more.
Black Whirlwind	DL15	BlackWhirlwind1	Continuous Spell						A1/T1	When a "Blackwing" monster is Normal Summoned to your side of the field, you can add 1 "Blackwing" monster from your Deck to your hand that has less ATK than that monster.
Blackwing - Sirocco the Dawn	TU07	BlackwingSiroccotheDawn1	Winged Beast/Effect	Dark	5	2000	900			If your opponent controls a monster and you control no monsters, you can Normal Summon or Set this card without Tributing. Once per turn, you can select 1 face-up "Blackwing" monster you control. It gains ATK equal to the total ATK of all face-up "Blackwing" monsters on the field except itself. Monsters other than the selected monster cannot attack the turn you activate this effect.
Blackwing - Zephyros the Elite	BP01	BlackwingZephyrostheElite2	Winged Beast/Effect	Dark	4	1600	1000			If this card is in your Graveyard: You can return 1 face-up card you control to the hand; Special Summon this card from the Graveyard, and if you do, take 400 damage. Each player can only use the effect of "Blackwing - Zephyros the Elite" once per Duel.
Blade Armor Ninja	ORCS	BladeArmorNinja	Warrior/Xyz/Effect	Wind	*4	2200	1000			2 Level 4 Warrior-Type Monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up "Ninja" monster you control; this turn, that monster can attack twice during each Battle Phase.
Blade Bounzer	GAOV	BladeBounzer	Warrior/Effect	Earth	4	1800	1400			Once per turn, if this card attacks and your opponent controls a monster at the end of the Damage Step: You can discard 1 card; this card can attack an opponent's monster once again during this Battle Phase.
Blast Sphere	BP01	BlastSphere1	Machine/Effect	Dark	4	1400	1400	L		Before damage calculation, if this face-down Defense Position card was attacked by an opponent's monster: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK.
Blast with Chain	BP01	BlastwithChain1	Normal Trap					D		Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
Blaze Fenix, the Burning Bombardment Bird	PRC1	BlazeFenixtheBurningBombardmentBird	Pyro/Fusion/Effect	Fire	8	2800	2300			1 Machine-Type monster + 1 Pyro-Type monster. Once per turn, during your Main Phase: You can inflict 300 damage to your opponent for each card on the field. This card cannot attack during the turn you activate this effect.
Blizzard Dragon	BP01	BlizzardDragon1	Dragon/Effect	Water	4	1800	1000	H		Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the opponent's next End Phase.
Blizzard Princess	CT09	BlizzardPrincess	Spellcaster/Effect	Water	8	2800	2100			You can Tribute Summon this card in face-up Attack Position by Tributing 1 Spellcaster-Type monster. During the turn this card is Normal Summoned, your opponent cannot activate Spell or Trap Cards.
Block Golem	REDU	BlockGolem	Rock/Effect	Earth	3	1000	1500			If all the monsters in your Graveyard are EARTH: You can Tribute this card to target 2 Level 4 or lower Rock-Type monsters in your Graveyard, except "Block Golem"; Special Summon those targets, but their effects that activate on the field cannot be activated this turn.
Blowback Dragon	BP01	BlowbackDragon1	Machine/Effect	Dark	6	2300	1200	R		Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are Heads.
Blue Dragon Ninja	REDU	BlueDragonNinja	Sea Serpent/Effect	Water	5	2100	1200			Once per turn, during either player's turn: You can discard 1 "Ninja" monster and 1 "Ninjitsu Art" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack.
Blue Thunder T-45	BP01	BlueThunderT451	Machine/Effect	Light	4	1700	1000	L		If this card destroys an opponent's monster by battle: Special Summon 1 "Thunder Option Token" (Machine-Type/LIGHT/Level 4/ATK 1500/DEF 1500). This Token cannot be Tributed for a Tribute Summon.
Blue-Eyes Toon Dragon	LCYW	BlueEyesToonDragon1	Dragon/Toon/Effect	Light	8	3000	2500			Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control a face-up "Toon World". Must first be Special Summoned (from your hand) by Tributing the same number of monsters required for a Tribute Summon (normally 2). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.
Blue-Eyes White Dragon	GLD5	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Blue-Eyes White Dragon	SDDC	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
