Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Card Trooper	BP02	CardTrooper2	Machine/Effect	Earth	3	400	400	H	A2/T2	Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. When this card you control is destroyed and sent to your Graveyard: Draw 1 card.
Chiron the Mage	BP02	ChirontheMage1	Beast-Warrior/Effect	Earth	4	1800	1000	H		Once per turn: You can discard 1 Spell Card to target 1 Spell/Trap Card your opponent controls; destroy that target.
Cyber Dragon	BP02	CyberDragon2	Machine/Effect	Light	5	2100	1600	H		If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).
Cyber Jar	BP02	CyberJar1	Rock/Effect	Dark	3	900	900	R	A0/T1	FLIP: Destroy all monsters on the field, then both players reveal the top 5 cards from their Decks and Special Summon all revealed Level 4 or lower monsters in face-up Attack Position or face-down Defense Position, and add any remaining cards to their hand. (If either player has less than 5 cards in their Deck, reveal as many as possible.)
Cyber Valley	BP02	CyberValley3	Machine/Effect	Light	1	0	0	L		You can use 1 of these effects. *When this card is targeted for an attack by an opponent's monster: You can banish this card; draw 1 card, then end the Battle Phase. *You can target 1 face-up monster you control and this card; banish both that target and this card, then draw 2 cards. *You can target 1 card in your Graveyard; banish this card and 1 card from your hand, then place that target on top of the Deck.
Damage Gate	BP02	DamageGate1	Normal Trap					D		When you take Battle Damage: Target 1 monster in your Graveyard with ATK less than or equal to the amount of damage you took; Special Summon that target.
Dark Resonator	BP02	DarkResonator1	Fiend/Tuner/Effect	Dark	3	1300	300	L		Once per turn, this card cannot be destroyed by battle.
Des Mosquito	BP02	DesMosquito1	Insect/Effect	Dark	3	500	500	L		When this card is Normal or Special Summoned: Place 2 counters on it. It gains 500 ATK for each of these counters. If this card would be destroyed by battle, remove 1 of these counters instead.
Doomcaliber Knight	BP02	DoomcaliberKnight1	Fiend/Effect	Dark	4	1900	1800	H		Cannot be Special Summoned. During either player's turn, when a monster effect is activated: Tribute this face-up card; negate the activation, and if you do, destroy that monster.
Drillroid	BP02	Drillroid1	Machine/Effect	Earth	4	1600	1600	L		Before damage calculation, if this card attacks a Defense Position monster: Destroy that monster.
Ego Boost	BP02	EgoBoost1	Quick-Play Spell					D		When a monster declares an attack: Target 1 face-up monster on the field; it gains 1000 ATK until the end of the Battle Phase.
Fighting Spirit	BP02	FightingSpirit1	Equip Spell					D		The equipped monster gains 300 ATK for each monster your opponent controls. If it would be destroyed by battle, you can destroy this card instead.
Forbidden Chalice	BP02	ForbiddenChalice1	Quick-Play Spell					D		Target 1 face-up monster on the field; until the End Phase, it gains 400 ATK, but its effects are negated.
Forbidden Lance	BP02	ForbiddenLance1	Quick-Play Spell					D		Target 1 face-up monster on the field; until the End Phase, it loses 800 ATK, but is unaffected by the effects of other Spell/Trap Cards.
Fortress Warrior (Alt Txt 1)	BP02	FortressWarrior2	Warrior/Effect	Earth	2	600	1200			You take no battle damage from attacks involving this card. Once per turn, this card cannot be destroyed by battle.
Gene-Warped Warwolf	BP02	GeneWarpedWarwolf1	Beast-Warrior	Earth	4	2000	100	H		This warwolf was given incalculable strength through horrific genetic manipulation. Its gentle nature was completely wiped out, and it now lives only to unleash destruction.
Gilasaurus	BP02	Gilasaurus1	Dinosaur/Effect	Earth	3	1400	400	L		You can Special Summon this card (from your hand). When you do: Your opponent can target 1 monster in their Graveyard; your opponent Special Summons that target to their side of the field.
Goblin Attack Force	BP02	GoblinAttackForce1	Warrior/Effect	Earth	4	2300	0	H		If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Goblin Elite Attack Force	BP02	GoblinEliteAttackForce1	Fiend/Effect	Earth	4	2200	1500	H		If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Graceful Charity	BP02	GracefulCharity1	Normal Spell					R	A0/T1	Draw 3 cards, then discard 2 cards.
Gyroid	BP02	Gyroid1	Machine/Effect	Wind	3	1000	1000	L		Once per turn, this card cannot be destroyed by battle.
Hedge Guard	BP02	HedgeGuard1	Plant/Effect	Earth	3	0	2100	H		During damage calculation, in either player's turn: You can send this card from your hand to the Graveyard; halve the ATK of a monster you control until the End Phase, but that monster cannot be destroyed by this battle.
Helping Robo For Combat	BP02	HelpingRoboForCombat1	Machine/Effect	Light	4	1600	0	L		When this card destroys an opponent's monster by battle: Draw 1 card, then return 1 card from your hand to the bottom of the Deck.
Horn of the Unicorn	BP02	HornoftheUnicorn1	Equip Spell					D		The equipped monster gains 700 ATK and DEF. When this card is sent from the field to the Graveyard: Return it to the top of the Deck.
Hyper Hammerhead	BP02	HyperHammerhead1	Dinosaur/Effect	Earth	4	1500	1200	L		At the end of the Damage Step, if an opponent's monster that battled this monster is not destroyed: Return that opponent's monster to the hand.
Injection Fairy Lily	BP02	InjectionFairyLily1	Spellcaster/Effect	Earth	3	400	1500	R		If this card attacks or is attacked, during damage calculation (in either player's turn): You can pay 2000 Life Points once per battle; this card gains 3000 ATK during that damage calculation only.
Krebons	BP02	Krebons1	Psychic/Tuner/Effect	Dark	2	1200	400	R		When this card is targeted for an attack: You can pay 800 Life Points; negate the attack.
Luster Dragon	BP02	LusterDragon1	Dragon	Wind	4	1900	1600	H		A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.
Metal Reflect Slime	BP02	MetalReflectSlime1	Continuous Trap					R		Special Summon this card in Defense Position as an Effect Monster (Aqua-Type/WATER/Level 10/ATK 0/DEF 3000). (This card is also still a Trap Card.) This card cannot attack.
Miracle's Wake	BP02	MiraclesWake1	Normal Trap					D		Target 1 monster that was destroyed by battle and sent to your Graveyard this turn; Special Summon it from your Graveyard.
Pitch-Black Warwolf	BP02	PitchBlackWarwolf1	Beast-Warrior/Effect	Dark	4	1600	600	L		Your opponent cannot activate Trap Cards during the Battle Phase.
Pot of Greed	BP02	PotofGreed1	Normal Spell					R	A0/T1	Draw 2 cards.
Power Giant	BP02	PowerGiant1	Rock/Effect	Earth	6	2200	0	H		You can Special Summon this card (from your hand) by sending 1 Level 4 or lower monster from your hand to the Graveyard. If you do, decrease this card's Level by the Level of that monster. If this card attacks or is attacked, until the end of the Damage Step any effect damage you take becomes 0.
Premature Burial (Alt Txt 1)	BP02	PrematureBurial2	Equip Spell						A0/T1	Pay 800 Life Points, then target 1 monster in your Graveyard; Special Summon that target in face-up Attack Position and equip it with this card. When this card is destroyed, destroy the equipped monster.
Prideful Roar	BP02	PridefulRoar1	Normal Trap					D		During damage calculation, if your monster battles an opponent's monster with a higher ATK: Pay Life Points equal to the difference in ATK; your monster gains ATK equal to that difference +300, during damage calculation only.
Reckless Greed	BP02	RecklessGreed1	Normal Trap					D		Draw 2 cards and skip your next 2 Draw Phases.
Shield Warrior	BP02	ShieldWarrior1	Warrior/Effect	Earth	3	800	1600	L		During damage calculation, in either player's turn: You can banish this card from your Graveyard; monsters you control cannot be destroyed by this battle.
Slate Warrior	BP02	SlateWarrior1	Fiend/Effect	Wind	4	1900	400	H		FLIP: This card gains 500 ATK and DEF. If this card is destroyed by battle: The monster that destroyed it loses 500 ATK and DEF.
Super Conductor Tyranno	BP02	SuperConductorTyranno1	Dinosaur/Effect	Light	8	3300	1400	R		Once per turn: You can Tribute 1 monster; inflict 1000 damage to your opponent. This card cannot declare an attack the turn you activate this effect.
Tanngrisnir of the Nordic Beasts	BP02	TanngrisniroftheNordicBeasts2	Beast/Effect	Earth	3	1200	800	L		When this card is destroyed by battle and sent to the Graveyard: Special Summon 2 "Nordic Beast Tokens" (Beast-Type/EARTH/Level 3/ATK 0/DEF 0).
The Tricky	BP02	TheTricky1	Spellcaster/Effect	Wind	5	2000	1200	H		You can Special Summon this card (from your hand) by discarding 1 card.
Toon Gemini Elf	BP02	ToonGeminiElf1	Spellcaster/Toon/Effect	Earth	4	1900	900	H		This card cannot attack the turn it is Summoned. If "Toon World" on the field is destroyed, destroy this card. While you control "Toon World" and your opponent controls no Toon Monsters, this card can attack your opponent directly. When this card inflicts Battle Damage to your opponent: Discard 1 random card from your opponent's hand.
Twin-Sword Marauder	BP02	TwinSwordMarauder1	Warrior/Effect	Dark	4	1600	1000	L		Once per Battle Phase, if this card attacks a Defense Position monster, it can make a second attack in a row. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
White Night Dragon	BP02	WhiteNightDragon2	Dragon/Effect	Water	8	3000	2500	R		During either player's turn, when a Spell/Trap Card that targets this card is activated: Negate the activation, and if you do, destroy it. When a face-up monster you control is targeted for an attack: You can send 1 Spell/Trap card you control to the Graveyard; change the target to this card.
Windstorm of Etaqua	BP02	WindstormofEtaqua1	Normal Trap					D		Change the battle positions of all face-up monsters your opponent controls.
Zolga	BP02	Zolga1	Fairy/Effect	Earth	4	1700	1200	L		When a monster is Tribute Summoned by Tributing this card: The owner of this card gains 2000 Life Points.
Zombyra the Dark	BP02	ZombyratheDark1	Warrior/Effect	Dark	4	2100	500	H		This card cannot attack your opponent directly. If this card destroys a monster by battle: This card loses 200 ATK.
A Hero Emerges	BP02	AHeroEmerges2	Normal Trap							When an opponent's monster declares attack: Your opponent chooses 1 random card from your hand, then if it is a monster that can be Special Summoned, Special Summon it. Otherwise, send it to the Graveyard.
Alexandrite Dragon	BP02	AlexandriteDragon1	Dragon	Light	4	2000	100			Many of the czars' lost jewels can be found in the scales of this priceless dragon. Its creator remains a mystery, along with how they acquired the imperial treasures. But whosoever finds this dragon has hit the jackpot... whether they know it or not.
Amarylease	BP02	Amarylease1	Plant/Effect	Earth	1	100	200			During your Main Phase: You can banish this card from your Graveyard; you can Normal Summon 1 monster this turn for 1 less Tribute. You can only use the effect of "Amarylease" once per turn.
Anarchist Monk Ranshin	BP02	AnarchistMonkRanshin1	Spellcaster/Effect	Earth	4	1800	100			When this card you control is sent to your Graveyard by your opponent's card (either by battle, by card effect, or by being destroyed): Target 1 monster in your opponent's Graveyard; banish that target.
Ancient Gear Golem	BP02	AncientGearGolem2	Machine/Effect	Earth	8	3000	3000			Cannot be Special Summoned. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. If this card attacks, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step.
Autonomous Action Unit	BP02	AutonomousActionUnit2	Equip Spell							Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.
Axe Dragonute	BP02	AxeDragonute1	Dragon/Effect	Dark	4	2000	1200			If this card attacks, change it to Defense Position at the end of the Damage Step.
Axe of Despair (Alt Txt 1)	BP02	AxeofDespair2	Equip Spell							(This card is always treated as an "Archfiend" card.) The equipped monster gains 1000 ATK. When this card is sent from the field to the Graveyard: You can Tribute 1 monster; return this card to the top of the Deck.
Axe of Fools	BP02	AxeofFools1	Equip Spell							The equipped monster gains 1000 ATK, but its effects are negated. During each of your Standby Phases: Inflict 500 damage to the controller of the equipped monster.
Aye-Iron	BP02	AyeIron1	Machine/Effect	Earth	4	1600	1800			Once per turn: You can have this card gain 400 ATK. This card cannot attack the turn you activate this effect.
Bacon Saver	BP02	BaconSaver1	Zombie/Effect	Dark	2	700	600			During either player's Battle Step, while an attack is occurring: You can banish this card from your Graveyard; negate the attack. You can only use the effect of "Bacon Saver" once per Duel.
Beast King Barbaros (Alt Txt 1)	BP02	BeastKingBarbaros2	Beast-Warrior/Effect	Earth	8	3000	1200			You can Normal Summon or Set this card without Tributing, but its original ATK becomes 1900. You can Tribute 3 monsters to Tribute Summon this card. If you do: Destroy all cards your opponent controls.
Beast Machine King Barbaros Ur	BP02	BeastMachineKingBarbarosUr1	Beast-Warrior/Effect	Earth	8	3800	1200			You can Special Summon this card (from your hand) by banishing 1 Machine-Type monster and 1 Beast-Warrior-Type monster from your hand, field, and/or Graveyard. If this card attacks or is attacked, your opponent takes no battle damage.
Belial - Marquis of Darkness	BP02	BelialMarquisofDarkness1	Fiend/Effect	Dark	8	2800	2400			Your opponent cannot target any face-up monster you control, except "Belial - Marquis of Darkness", for an attack, or with Spell/Trap effects.
Blackwing - Zephyros the Elite	BP02	BlackwingZephyrostheElite2	Winged Beast/Effect	Dark	4	1600	1000			If this card is in your Graveyard: You can return 1 face-up card you control to the hand; Special Summon this card from the Graveyard, and if you do, take 400 damage. Each player can only use the effect of "Blackwing - Zephyros the Elite" once per Duel.
Blockman	BP02	Blockman1	Rock/Effect	Earth	4	1000	1500			You can Tribute this card; Special Summon in Defense Position, a number of "Block Tokens" (Rock-Type/EARTH/Level 4/ATK 1000/DEF 1500) equal to the number of your turns this card has been face-up on your side of the field. These Tokens cannot declare an attack.
Blustering Winds	BP02	BlusteringWinds1	Normal Spell							Target 1 face-up monster you control; it gains 1000 ATK and DEF until your next Standby Phase.
Brain Crusher	BP02	BrainCrusher1	Insect/Effect	Dark	7	2400	1500			Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target.
Breakthrough Skill	BP02	BreakthroughSkill1	Normal Trap							Target 1 face-up Effect Monster your opponent controls; negate the effects of that opponent's face-up monster, until the end of this turn. During your turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 face-up Effect Monster your opponent controls; negate that target's effects until the end of this turn.
Bull Blader	BP02	BullBlader1	Warrior/Effect	Earth	4	1600	1200			When an attack is declared involving this card and an opponent's monster: You can activate this effect; during this battle involving this monster, neither player takes any battle damage, also destroy the opponent's monster after damage calculation.
Call of the Haunted (Alt Txt 1)	BP02	CallOfTheHaunted2	Continuous Trap							Activate this card by targeting 1 monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.
Card Guard (Alt Txt 1)	BP02	CardGuard2	Fiend/Effect	Dark	4	1600	500			When this card is Normal or Special Summoned: Place 1 Guard Counter on it. This card gains 300 ATK for each Guard Counter on it. Once per turn: You can target 1 other face-up card you control; remove 1 Guard Counter from this card, and if you do, place 1 Guard Counter on that target. (If that card would be destroyed, remove 1 Guard Counter from it instead).
Card Trader	BP02	CardTrader1	Continuous Spell							Once per turn, during your Standby Phase: You can shuffle 1 card from your hand into the Deck; draw 1 card.
Cardcar D	BP02	CardcarD1	Machine/Effect	Earth	4	1700	1500			Cannot be Special Summoned. During your Main Phase 1, if this card was Normal Summoned this turn: You can Tribute this card; draw 2 cards, then it becomes the End Phase of this turn. You cannot Special Summon during the turn you activate this effect.
Chaos Hunter	BP02	ChaosHunter1	Fiend/Effect	Dark	7	2500	1600			When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand. Your opponent cannot banish cards.
Cloning	BP02	Cloning1	Normal Trap							When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 "Clone Token", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the Graveyard, destroy this Token.
Copycat	BP02	Copycat1	Spellcaster/Effect	Light	1	0	0			When this card is Summoned: Target 1 face-up monster your opponent controls; this card's ATK and DEF become equal to that monster's original ATK and DEF.
Curse of Anubis	BP02	CurseofAnubis1	Normal Trap							Change all Effect Monsters on the field to Defense Position. This turn, the original DEF of those monsters becomes 0, also their battle positions cannot be changed.
Cursed Armaments	BP02	CursedArmaments1	Equip Spell							The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard: You can target 1 face-up monster your opponent controls; equip it with this card.
D.D. Assailant (Alt Txt 1)	BP02	DDAssailant2	Warrior/Effect	Earth	4	1700	1600			After damage calculation, when this card is destroyed by battle with an opponent's monster: Banish that monster, also banish this card.
D.D. Warrior Lady	BP02	DDWarriorLady2	Warrior/Effect	Light	4	1500	1600			After damage calculation, when this card battles an opponent's monster: You can banish that monster, also banish this card.
Dandylion	BP02	Dandylion3	Plant/Effect	Earth	3	300	300		A1/T1	When this card is sent to the Graveyard: Special Summon 2 "Fluff Tokens" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon during the turn they are Special Summoned.
Dark Magician of Chaos	BP02	DarkMagicianofChaos2	Spellcaster/Effect	Dark	8	2800	2600		A0/T1	When this card is Normal or Special Summoned: You can target 1 Spell Card in your Graveyard; add that target to your hand. Banish any monster destroyed by battle with this card. If this face-up card would leave the field, banish it instead.
Dark Valkyria (Alt Txt 1)	BP02	DarkValkyria2	Fairy/Gemini/Effect	Dark	4	1800	1050			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once, while this is face-up on the field: You can place 1 Spell Counter on it. This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 monster on the field; destroy that target.
Darklord Desire	BP02	DarklordDesire2	Fairy/Effect	Dark	10	3000	2800			Cannot be Special Summoned. You can Tribute Summon this card by Tributing 1 Fairy-Type monster. Once per turn: You can target 1 monster your opponent controls; this card loses exactly 1000 ATK, and if it does, send that target to the Graveyard.
Darklord Zerato	BP02	DarklordZerato2	Fairy/Effect	Dark	8	2800	2300			If you have 4 or more DARK monsters with different names in your Graveyard, you can Tribute Summon this card by Tributing 1 DARK monster. You can send 1 DARK monster from your hand to the Graveyard; destroy all monsters your opponent controls. During the End Phase, if this card activated this effect this turn: Destroy this card.
Dimension Gate	BP02	DimensionGate1	Continuous Trap							When this card is activated: Target 1 monster you control; banish that target face-up. When an opponent's monster declares a direct attack: You can send this face-up card on the field to the Graveyard. If this card is sent to the Graveyard: You can Special Summon the monster banished by this card's effect.
Dododo Bot	BP02	DododoBot1	Machine/Effect	Earth	4	1800	1900			Cannot be Normal Summoned (but can be Normal Set). If this card attacks, it is unaffected by other card effects until the end of the Damage Step.
Dragon Ice	BP02	DragonIce1	Dragon/Effect	Water	5	1800	2200			When your opponent Special Summons a monster (except during the Damage Step): You can discard 1 card; Special Summon this card from your hand or Graveyard. There can only be 1 "Dragon Ice" on the field.
Draining Shield	BP02	DrainingShield2	Normal Trap							When an opponent's monster declares an attack: Target the attacking monster; negate that attack, and if you do, gain Life Points equal to that target's ATK.
Earthquake	BP02	Earthquake1	Normal Spell							Change all face-up monsters on the field to Defense Position.
Embodiment of Apophis	BP02	EmbodimentofApophis2	Continuous Trap							During either player's Main Phase: Special Summon this card as a Normal Monster (Reptile-Type/EARTH/Level 4/ATK 1600/DEF 1800). (This card is also still a Trap Card.)
Enemy Controller	BP02	EnemyController4	Quick-Play Spell							Activate 1 of these effects. *Target 1 face-up monster your opponent controls; change that target's battle position. *Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Evil HERO Malicious Edge	BP02	EvilHEROMaliciousEdge2	Fiend/Effect	Earth	7	2600	1800			If your opponent controls a monster, you can Tribute Summon this card with 1 Tribute. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.
Evocator Chevalier	BP02	EvocatorChevalier1	Warrior/Gemini	Fire	4	1900	900			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *You can send 1 face-up Equip Card you control to the Graveyard, then target 1 card your opponent controls; destroy that target.
Exarion Universe (Alt Txt 1)	BP02	ExarionUniverse2	Beast-Warrior/Effect	Dark	4	1800	1900			During your Battle Step, if this card attacks a Defense Position monster: You can activate this effect; You can have it lose 400 ATK, but it will inflict piercing Battle Damage to your opponent. These effects lasts until the End Phase.
Exodius the Ultimate Forbidden Lord	BP02	ExodiustheUltimateForbiddenLord1	Spellcaster/Effect	Dark	10	?	0			Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by shuffling all monsters in your Graveyard into the Deck, and cannot be Special Summoned by other ways. When this card declares an attack: Send 1 monster from your hand or Deck to the Graveyard. This card gains 1000 ATK for each Normal Monster in your Graveyard. If this face-up card would leave the field, banish it instead. If there are 5 different "Forbidden One" cards in your Graveyard that were sent there by this card's effect, you win the Duel.
Fiend's Sanctuary (Alt Txt 1)	BP02	FiendsSanctuary2	Normal Spell							Special Summon 1 "Metal Fiend Token" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). It cannot attack. Your opponent takes any battle damage you would have taken from battles involving it. During each of your Standby Phases, pay 1000 Life Points or destroy this Token.
Flame Tiger	BP02	FlameTiger1	Beast/Effect	Fire	4	1800	0			During your Draw Phase, if this card is in your Graveyard, and you control no monsters, instead of conducting your normal draw: You can Special Summon this card from the Graveyard. If this card is Special Summoned with this effect, banish it when it leaves the field.
Forbidden Dress	BP02	ForbiddenDress1	Quick-Play Spell							Target 1 face-up monster on the field; until the End Phase, that target loses 600 ATK, but it cannot be targeted or destroyed by other card effects.
Frostosaurus	BP02	Frostosaurus1	Dinosaur	Water	6	2600	1700			This monster's metabolism enables it to endure long periods of cold, harnessing the power to become a creature of solid ice! Nothing else can withstand such temperatures, especially victims of its glacial rampage.
Full-Force Strike	BP02	FullForceStrike1	Normal Spell							Target 1 face-up monster you control; this turn, it cannot be destroyed by battle, players take no battle damage from its attacks, and if it attacks an opponent's monster, destroy that opponent's monster after damage calculation.
Gagaga Gardna	BP02	GagagaGardna1	Warrior/Effect	Earth	4	1500	2000			When an opponent's monster declares a direct attack: You can Special Summon this card from your hand. When this face-up card is targeted for an attack: You can discard 1 card; this card cannot be destroyed by that battle.
Gogogo Golem (Alt Txt 1)	BP02	GogogoGolem2	Rock/Effect	Earth	4	1800	1500			Once per turn, this Defense Position card cannot be destroyed by battle.
Gravity Axe - Grarl	BP02	GravityAxeGrarl2	Equip Spell							The equipped monster gains 500 ATK. Monsters your opponent controls cannot change their battle positions.
Guardian Angel Joan	BP02	GuardianAngelJoan1	Fairy/Effect	Light	7	2800	2000			When this card destroys a monster by battle and sends it to the Graveyard: Gain Life Points equal to the original ATK of that destroyed monster in the Graveyard.
Half Counter	BP02	HalfCounter1	Normal Trap							During damage calculation, if a monster you control is being attacked: Target that monster you control; that target gains ATK equal to half the original ATK of the attacking monster, until the End Phase.
Half or Nothing	BP02	HalforNothing2	Normal Trap							During your opponent's Battle Phase (expect during the Damage Step): Your opponent chooses 1 of these effects. *Halve the ATK of all monsters they currently control, until the end of the Battle Phase. *End the Battle Phase.
Half Shut	BP02	HalfShut1	Quick-Play Spell							Target 1 face-up monster on the field; it cannot be destroyed by battle this turn, but its ATK is halved until the End Phase.
Herald of Creation	BP02	HeraldofCreation1	Spellcaster/Effect	Light	4	1800	600			Once per turn: You can discard 1 card, then target 1 Level 7 or higher monster in your Graveyard; add that target to your hand.
Hyper-Ancient Shark Megalodon	BP02	HyperAncientSharkMegalodon1	Fish/Effect	Water	8	2900	1300			When this card inflicts battle damage to your opponent: You can target 1 monster your opponent controls; destroy that target.
Impenetrable Attack	BP02	ImpenetrableAttack1	Normal Trap							During the Battle Phase, activate 1 of these effects. *Target 1 monster on the field; it cannot be destroyed by battle or by card effects during this Battle Phase. *You take no battle damage during this Battle Phase.
Interplanetarypurplythorny Dragon	BP02	InterplanetarypurplythornyDragon1	Dragon/Effect	Dark	5	2200	1100			If a monster you control is destroyed by battle or by card effect and sent to the Graveyard: You can Special Summon this card from your hand.
Jurrac Titano	BP02	JurracTitano1	Dinosaur/Effect	Fire	9	3000	2800			Cannot be Special Summoned. Cannot be targeted by Trap or monster effects. Once per turn: You can banish 1 "Jurrac" monster with 1700 or less ATK from your Graveyard; this card gains 1000 ATK until the End Phase.
Kunai with Chain	BP02	KunaiwithChain2	Normal Trap							Activate 1 or both of these effects (simultaneously). *When an opponent's monster attacks: Target the attacking monster; change that target to Defense Position. *Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.
Kycoo the Ghost Destroyer	BP02	KycootheGhostDestroyer2	Spellcaster/Effect	Dark	4	1800	700			When this card inflicts Battle Damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.
Labyrinth of Nightmare	BP02	LabyrinthofNightmare1	Continuous Trap							Once per turn, during each player's End Phase: Change the battle positions of all face-up monsters the turn player controls.
Little-Winguard	BP02	LittleWinguard1	Warrior/Effect	Wind	4	1400	1800			Once per turn, during your End Phase: You can change the battle position of this card.
Machine Lord Ur	BP02	MachineLordUr1	Machine/Effect	Earth	4	1600	1500			This card can attack all monsters your opponent controls once each. If this card attacks or is attacked, your opponent takes no battle damage.
Magical Arm Shield	BP02	MagicalArmShield2	Normal Trap							When your opponent declares an attack while you control a monster: Target 1 face-up monster your opponent controls, except the attacking monster; take control of that target until the end of the Battle Phase, and if you do, it is attacked instead.
Magician of Faith	BP02	MagicianofFaith1	Spellcaster/Effect	Light	1	300	400		A0/T1	FLIP: Target 1 Spell Card in your Graveyard; add that target to your hand.
Maha Vailo	BP02	MahaVailo1	Spellcaster/Effect	Light	4	1550	1400			This card gains 500 ATK for each Equip Card equipped to this card.
Malevolent Nuzzler	BP02	MalevolentNuzzler1	Equip Spell							The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard: You can pay 500 Life Points; return this card to the top of the Deck.
Mask of Weakness	BP02	MaskofWeakness1	Normal Trap							Target 1 attacking monster; that target loses 700 ATK until the End Phase.
