Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Armor Exe	DR1	ArmorExe	Rock/Effect	Light	4	2400	1400			This card cannot attack in the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent's Standby Phases, remove 1 Spell Counter on your side of the field. If you do not do so, this card is destroyed.
Array of Revealing Light	DB2	ArrayofRevealingLight	Field Spell							Declare 1 Type of monster. Any monster of the selected Type cannot attack during the turn it is Summoned (including Flip Summon and Special Summon).
Arsenal Bug	DB2	ArsenalBug	Insect/Effect	Earth	3	2000	2000			If there are no face-up Insect-Type monsters (except this monster) on your side of the field, both the ATK and DEF of this monster become 1000 points.
Arsenal Robber	DR1	ArsenalRobber	Normal Trap							Your opponent selects 1 Equip Spell Card from his/her Deck and sends it to the Graveyard.
Arsenal Summoner	DR1	ArsenalSummoner1	Spellcaster/Effect	Wind	4	1600	1600			FLIP: Add 1 "Guardian" card from your Deck to your hand, except "Celtic Guardian", "Winged Dragon, Guardian of the Fortress #1", "Winged Dragon, Guardian of the Fortress #2", "Guardian of the Labyrinth", or "The Reliable Guardian".
Assault on GHQ	FET	AssaultonGHQ	Normal Trap							Select 1 monster on your side of the field to activate this card. Destroy the selected card and send 2 cards from the top of your opponent's Deck to the Graveyard.
Asura Priest	DB2	AsuraPriest1	Fairy/Spirit	Light	4	1700	1200	H		Cannot be Special Summoned. During the End Phase of the turn this card is Normal Summoned or flipped face-up: Return it to the hand. This card can attack all monsters your opponent controls once each.
Aswan Apparition	DR2	AswanApparition	Fiend/Effect	Dark	3	500	500			When this card inflicts Battle Damage to your opponent's Life Points, you can return 1 Trap Card from your Graveyard to the top of your Deck.
Atomic Firefly	DR2	AtomicFirefly	Insect/Effect	Light	1	100	200			When this face-up card on the field attacks or is attacked and it is destroyed by battle, the player who destroyed it takes 1000 points of damage
Aussa the Earth Charmer	TLM	AussatheEarthCharmer	Spellcaster/Effect	Earth	3	500	1500			FLIP: Take control of 1 EARTH monster on your opponent's side of the field, for as long as this card remains face-up on the field.
Autonomous Action Unit	DR1	AutonomousActionUnit2	Equip Spell							Pay 1500 Life Points, then target 1 monster in your opponent's Graveyard; Special Summon that target on your side of the field in face-up Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.
Avatar of The Pot	DR2	AvatarofThePot	Rock/Effect	Earth	3	1200	1300			Send 1 "Pot of Greed" from your hand to the Graveyard to draw 3 cards from your Deck.
Axe Raider	DB2	AxeRaider	Warrior	Earth	4	1700	1150			An axe-wielding monster of tremendous strength and agility.
B.E.S. Crystal Core	CRV	BESCrystalCore	Machine/Effect	Water	5	2100	1000			When this card is Normal Summoned, put 3 counters on it. This card cannot be destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If you cannot, destroy it. Once per turn during your Main Phase, you can change 1 face-up Attack Position monster your opponent controls to face-up Defense Position.
B.E.S. Tetran	EEN	BESTetran	Machine/Effect	Wind	6	1800	2300			Put 3 counters on this card when you Normal Summon it. This card is not destroyed by battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step. Also, by removing 1 counter on this card, destroy 1 Spell or Trap Card on the field. You can only use this effect once per turn.
Baby Dragon	DB2	BabyDragon	Dragon	Wind	3	1200	700			Much more than just a child, this dragon is gifted with untapped power
Backfire	DR2	Backfire	Continuous Trap							When a FIRE monster on your side of the field is destroyed and sent to the Graveyard, inflict 500 damage to your opponent.
Backfire	SD3	Backfire	Continuous Trap							When a FIRE monster on your side of the field is destroyed and sent to the Graveyard, inflict 500 damage to your opponent.
Bad Reaction to Simochi	DB2	BadReactiontoSimochi	Continuous Trap							As long as this card remains face-up on the field, the effect of increasing your opponent's Life Points is negated and changed to inflict the same amount of points in Direct Damage to your opponent's Life Points.
Balloon Lizard	DR2	BalloonLizard	Reptile/Effect	Earth	4	500	1900			Put 1 counter on this card during each of your Stanby Phases. When this card is destroyed, inflict damage equal to the number of counters x 400 points to the controller of the card that destroyed this card.
Banner of Courage	DR1	BannerofCourage	Continuous Spell							During your Battle Phase, all monsters you control gain 200 ATK.
Bark of Dark Ruler	DB2	BarkofDarkRuler	Normal Trap							You can activate this card during the Damage Step of the Battle Phase that a Fiend-Type monster on your side of the field attacks or is attacked. Pay your Life Points (in multiples of 100 points) to decrease 1 of your opponent's monster's ATK and DEF by the same amount of points until the End Phase of that turn.
Barrel Behind The Door	DR1	BarrelBehindTheDoor	Counter Trap							You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Switch the Effect Damage you receive to your opponent's Life Points.
Barrel Dragon	DB2	BarrelDragon	Machine/Effect	Dark	7	2600	2200			Toss a coin 3 times. If 2 out of 3 results are Heads, destroy 1 monster on your opponent's side of the Field. This card can only be used during your turn, once per turn.
Battery Charger	TLM	BatteryCharger	Normal Spell							Pay 500 Life Points. Special Summon 1 monster from your Graveyard that includes "Batteryman" in its card name.
Batteryman AA	TLM	BatterymanAA	Thunder/Effect	Light	3	0	0			If all "Batteryman AA"(s) you control are in Attack Position, this card gains 1000 ATK for each. If all "Batteryman AA"(s) you control are in Defense Position, this card gains 1000 DEF for each.
Batteryman C	CRV	BatterymanC	Thunder/Effect	Light	2	0	0			If all "Batteryman C"(s) on your side of the field are in Attack Position, increase the ATK of all Machine-Type monsters on your side of the field by 500 points for each "Batteryman C" on your side of the field. If all "Batteryman C"(s) on your side of the field are in Defense Position, increase the DEF of all Machine-Type monsters on your side of the field by 500 points for each "Batteryman C" on your side of the field.
Battle Footballer	DR1	BattleFootballer	Machine	Fire	4	1000	2100			A cyborg with high defense power. Originally it was invented for a football machine.
Battle Steer	DB2	BattleSteer	Beast-Warrior	Earth	5	1800	1300			A bull monster often found in the woods, it charges enemy monsters with a pair of deadly horns.
Battle-Scarred	DR1	BattleScarred	Continuous Trap							Select 1 Archfiend monster on your side of the field when you activate this card. When the monster's controller pays Life Points during the Standby Phase for the selected monster, that player's opponent also must pay equal Life Points. If this card is destroyed or removed from the field, destroy the selected monster. When the selected monster is destroyed or removed from the field, this card is also destroyed.
Bazoo the Soul-Eater	DB2	BazootheSoulEater1	Beast/Effect	Earth	4	1600	900	H		Once per turn: You can banish up to 3 monsters from your Graveyard; this card gains 300 ATK for each, until your opponent's End Phase.
Beast Soul Swap	FET	BeastSoulSwap	Normal Trap							Return to the owner's hand 1 face-up Beast-Type monster on your side of the field, and the owner of that card Special Summons 1 Beast-Type monster that has the same Level as the monster that you returned.
Beckoning Light	DR2	BeckoningLight1	Normal Trap							Discard your entire hand, then for each card you discarded to the Graveyard by this effect, add 1 LIGHT monster from your Graveyard to your hand.
Begone, Knave	DR2	BegoneKnave	Continuous Trap							When a monster inflicts Battle Damage to a player, return the monster to its owner's hand.
Behemoth the King of all Animals	FET	BehemoththeKingofallAnimals	Beast/Effect	Earth	7	2700	1500			This card can be Normal Summoned or Set with 1 Tribute Monster. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned successfully, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters.
Beiige, Vanguard of Dark World	EEN	BeiigeVanguardofDarkWorld	Fiend/Effect	Dark	4	1600	1300			If this card is discarded from the hand to the Graveyard by a card effect, Special Summon this card to your side of the field.
Berserk Dragon	DR1	BerserkDragon	Zombie/Effect	Dark	8	3500	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of "A Deal with Dark Ruler". This card can attack all monsters on your opponent's side of the field once each. Decrease the ATK of this card by 500 points during the End Phase of each of your turns.
Berserk Gorilla	DR2	BerserkGorilla	Beast/Effect	Earth	4	2000	1000			If this card is in face-up Defense Position on the field, destroy this card. The controller of this card must attack with this card if possible.
Big Bang Shot	DR1	BigBangShot1	Equip Spell					D		The equipped monster gains 400 ATK. If the equipped monster attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When this card leaves the field, banish the equipped monster.
Big Burn	DR2	BigBurn	Normal Trap							Activate only when your opponent activates a card that specifically designates a monster in the Graveyard as a target. Remove all monsters in both players' Graveyards from play.
Big Koala	DR2	BigKoala	Beast	Earth	7	2700	2000			A species of Des Koala. He's meek, but people are afraid of him because he is very powerful.
Big Wave Small Wave	SD4	BigWaveSmallWave	Normal Spell							Destroy all face-up WATER monsters on your field. Then you can Special Summon WATER monsters from your hand, up to the same number of monsters destroyed by this effect.
Big-Tusked Mammoth	FET	BigTuskedMammoth	Beast/Effect	Earth	5	2000	1000			As long as this card remains face-up on the field, monsters on your opponent's side of the field cannot attack during the same turn that they are Normal Summoned, Flip Summoned, or Special Summoned.
Birdface	DB2	Birdface	Winged Beast/Effect	Wind	4	1600	1600			When this card is sent to the Graveyard as a result of battle, you can add 1 "Harpie Lady" from your Deck to your hand. Then shuffle your Deck.
Black Dragon's Chick	SD1	BlackDragonsChick	Dragon/Effect	Dark	1	800	500			You can send this face up card you control to the GY; Special Summon 1 "Red-Eyes Black Dragon" from your hand.
Black Illusion Ritual	DB2	BlackIllusionRitual1	Ritual Spell							This card is used to Ritual Summon "Relinquished". You must also Tribute monsters from the field or your hand whose total Levels equal 1 or more.
Black Luster Soldier - Envoy of the Beginning	DR2	BlackLusterSoldierEnvoyoftheBeginning2	Warrior/Effect	Light	8	3000	2500		A1/T1	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 LIGHT and 1 DARK monster from your Graveyard. Once per turn, you can activate 1 of these effects. *Target 1 monster on the field; banish that target face-up. This card cannot attack the turn you activate this effect. *During the Damage Step, if this attacking card destroys an opponent's monster by battle: It can make a second attack in a row.
Black Tyranno	DR2	BlackTyranno	Dinosaur/Effect	Earth	7	2600	1800			If your opponent controls no cards except Defense Position Monster Cards, this card can attack your opponent directly.
Blackland Fire Dragon	DB2	BlacklandFireDragon	Dragon	Dark	4	1500	800			A dragon that dwells in the depths of Darkness, its vulnerability lies in its poor eyesight.
Blade Knight	DB2	BladeKnight	Warrior/Effect	Light	4	1600	1000			While you have 1 or fewer cards in your hand, this card gains 400 ATK. If this is the only monster you control, negate the effects of Flip Effect Monsters it destroys by battle.
Blade Rabbit	FET	BladeRabbit	Beast/Effect	Earth	2	400	300			When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field.
Blade Skater	EEN	BladeSkater	Warrior	Earth	4	1400	1500			An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack.
Bladefly	DB2	Bladefly	Insect/Effect	Wind	2	600	700			As long as this card remains face-up on the field, increase the ATK of all WIND monsters by 500 points and decrease the ATK of all EARTH monsters by 400 points.
Blast Held By a Tribute	DR1	BlastHeldByaTribute	Normal Trap							Activate only when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned, or Set. Destroy all face-up Attack Position monsters on your opponent's sid eof the field and inflict 1000 damage to your opponent.
Blast Magician	FET	BlastMagician	Spellcaster/Effect	Fire	4	1400	1700			Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. By removing any number of Spell Counters from this card, destroy 1 face-up monster on the field with an ATK equal to or less than 700 points x the number of removed Spell Counters.
Blast with Chain	DB2	BlastwithChain1	Normal Trap					D		Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
Blast with Chain	SD5	BlastwithChain1	Normal Trap					D		Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK. When this card is destroyed by a card effect while equipped: Target 1 card on the field; destroy that target.
Blasting the Ruins	DR2	BlastingtheRuins	Normal Trap							Activate only if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponents Life Points.
Blazing Inpachi	DR2	BlazingInpachi	Pyro	Fire	4	1850	0			A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.
Blazing Inpachi	SD3	BlazingInpachi	Pyro	Fire	4	1850	0			A wicked wooden spirit now burning in flames. Its fire attack is powerful, but it will soon be nothing but ashes.
Blessings of the Nile	DR2	BlessingsoftheNile	Continuous Spell							Each time card(s) are discarded from your hand to the Graveyard by the effect of a card controlled by your opponent, gain 1000 Life Points.
Blind Destruction	DB2	BlindDestruction	Continuous Trap							During your Standby Phase, roll 1 six-sided die once. Destroy any monsters whose Level Stars are equal to the number rolled. If the number is 6, destroy all face-up Level 6 or higher monsters on the field.
Blindly Loyal Goblin	DR1	BlindlyLoyalGoblin	Warrior/Effect	Earth	4	1800	1500			As long as this card remains face-up on the field, control of this card cannot switch.
Block Attack	DB2	BlockAttack	Normal Spell							Select 1 face-up Attack Position monster on your opponent's side of the field and change it to Defense Position.
Blowback Dragon	DR2	BlowbackDragon1	Machine/Effect	Dark	6	2300	1200	R		Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are Heads.
Blue-Eyes White Dragon	FL1	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Bonding - H2O	EEN	BondingH2O	Normal Spell							Tribute 2 "Hydrogeddon"s and 1 "Oxygeddon" on your side of the field. Special Summon 1 "Water Dragon" from your hand, Deck or Graveyard.
Book of Life	DB2	BookofLife1	Normal Spell							Target 1 Zombie-Type monster in your Graveyard and 1 monster in your opponent's Graveyard; Special Summon the first target, also banish the second target.
Book of Life	SD2	BookofLife1	Normal Spell							Target 1 Zombie-Type monster in your Graveyard and 1 monster in your opponent's Graveyard; Special Summon the first target, also banish the second target.
Book of Moon	DB2	BookofMoon1	Quick-Play Spell					D	A1/T1	Target 1 face-up monster on the field; change that target to face-down Defense Position.
Book of Taiyou	DB2	BookofTaiyou	Normal Spell							Flip 1 face-down monster on the field into face-up Attack Position.
Boss Rush	EEN	BossRush	Continuous Spell							The controller of this card cannot Normal Summon or Set. During the End Phase of the turn that a monster on your side of the field that includes "B.E.S." in its card name, or is named "Big Core", is destroyed and sent to the Graveyard, you can Special Summon from your Deck 1 monster that includes "B.E.S." in its card name, or is named "Big Core".
Bottomless Shifting Sand	DB2	BottomlessShiftingSand	Continuous Trap							At the end of your opponent's turn, destroy the face-up monster(s) with the highest ATK on the field. During your own Standby Phase, if you have 4 or less cards in your hand, this card is destroyed.
Bottomless Trap Hole	DB2	BottomlessTrapHole1	Normal Trap						A2/T2	When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it instead of sending it to the Graveyard.
Bowganian	DR2	Bowganian1	Machine/Effect	Dark	3	1300	1000			During each of your Standby Phases: Inflict 600 damage to your opponent.
Brain Control	TLM	BrainControl1	Normal Spell						A0/T1	Pay 800 Life Points to target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Brain Jacker	FET	BrainJacker	Fiend/Effect	Dark	2	200	900			FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Card. Take control of the monster that is equipped with this card. Increase your opponent's Life Points by 500 points during each of his/her Standby Phases.
Branch	EEN	Branch	Continuous Spell							When a Fusion Monster on the field is destroyed and sent to the Graveyard, you can Special Summon from your Graveyard 1 of the Fusion Material Monsters that you used for the Fusion Summon of that Fusion Monster.
Breaker the Magical Warrior	DR1	BreakertheMagicalWarrior1	Spellcaster/Effect	Dark	4	1600	1000	D		When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.
Breaker the Magical Warrior	TP7	BreakertheMagicalWarrior1	Spellcaster/Effect	Dark	4	1600	1000	D		When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.
Broww, Huntsman of Dark World	EEN	BrowwHuntsmanofDarkWorld	Fiend/Effect	Dark	3	1400	800			If this card is discarded from the hand to the Graveyard by a card effect, draw 1 card from your Deck. If this card is discarded from the hand to the Graveyard by your opponent's card effect, draw 1 more card from your Deck.
Brron, Mad King of Dark World	EEN	BrronMadKingofDarkWorld	Fiend/Effect	Dark	4	1800	400			When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 card in your hand and discard it to the Graveyard.
Bubble Crash	DB2	BubbleCrash	Normal Trap							This card can only be activated when any player has more than 6 cards on the field and/or in their hand. The player(s) must then select and send cards to their respective Graveyards until the amount remaining on the field and their hand is 5.
