Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Upstart Golden Ninja	ORCS	UpstartGoldenNinja	Warrior/Effect	Light	4	500	1800			Once per turn: You can send 1 Trap Card from your hand to the Graveyard; Special Summon 1 Level 4 or lower "Ninja" monster from your Deck in face-up Defense Position or face-down Defense Position.
Chow Len the Prophet	ORCS	ChowLentheProphet	Spellcaster/Effect	Fire	4	1800	200			Once per turn: You can declare either Spell or Trap, and target 1 Set card in your opponent's Spell & Trap Card Zone; look at that target, and if it is the declared card type, that card cannot be activated this turn.
Familiar-Possessed - Dharc	ORCS	FamiliarPossessedDharc	Spellcaster/Effect	Dark	4	1850	1500			You can Special Summon this card (from your hand or Deck) by sending 1 face-up "Dharc the Dark Charmer" you control and 1 fcae-up DARK monster you control to the Graveyard. When you do: You can add 1 Level 3 or 4 LIGHT Spellcaster-Type monster from your Deck to your hand. If this card that was Special Summoned by this effect and attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.
Dark Blade the Captain of the Evil World	ORCS	DarkBladetheCaptainoftheEvilWorld	Warrior/Effect	Dark	4	1800	1500			Once per turn: You can banish 1 DARK monster from your Graveyard to target 1 Level 4 or lower LIGHT monster your opponent controls; equip it to this card. (You can only equip 1 monster at a time to this card with this effect.) If this card on the field would be destroyed, the monster equipped to it with this effect is destroyed, instead.
Trance Archfiend	ORCS	TranceArchfiend	Fiend/Effect	Dark	4	1500	500			Once per turn: You can discard 1 Fiend-Type monster, and this card gains 500 ATK until the End Phase. When this card you control is destroyed and sent to the Graveyard: You can target 1 of your banished DARK monsters; add that target to your hand.
Divine Dragon Apocralyph	ORCS	DivineDragonApocralyph	Dragon/Effect	Dark	4	1000	1500			Once per turn: You can discard 1 card, then target 1 Dragon-Type monster in your Graveyard; add that target to your hand.
Darkstorm Dragon	ORCS	DarkstormDragon	Dragon/Gemini	Dark	8	2700	2500			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. *Once per turn: You can send 1 face-up Spell/Trap Card you control to the Graveyard; destroy all Spell/Trap Cards on the field.
Numen erat Testudo	ORCS	NumeneratTestudo	Aqua/Effect	Water	5	1800	0			Neither player can Special Summon monsters with 1800 or less ATK.
Twin Photon Lizard	ORCS	TwinPhotonLizard	Dragon/Fusion/Effect	Light	6	2400	1000			2 "Photon" monsters. You can Tribute this face-up card on the field; Special Summon, from your Graveyard, both of the Fusion Material Monsters used for the Fusion Summon of this card.
Number C39: Utopia Ray	ORCS	NumberC39UtopiaRay	Warrior/Xyz/Effect	Light	*4	2500	2000			3 Level 4 LIGHT monsters. You can also Xyz Summon this card by using a "Number 39: Utopia" you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) You can detach 1 Xyz Material from this card; it gains 500 ATK and 1 monster your opponent controls loses 1000 ATK, until the End Phase. You must have 1000 Life Points or less to activate and to resolve this effect.
Blade Armor Ninja	ORCS	BladeArmorNinja	Warrior/Xyz/Effect	Wind	*4	2200	1000			2 Level 4 Warrior-Type Monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up "Ninja" monster you control; this turn, that monster can attack twice during each Battle Phase.
Number 12: Crimson Shadow Armor Ninja	ORCS	Number12CrimsonShadowArmorNinja	Warrior/Xyz/Effect	Earth	*5	2400	1700			2 Level 5 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card; this turn, face-up "Ninja" monsters you control cannot be destroyed by battle or by card effects.
Number 96: Dark Mist	ORCS	Number96DarkMist	Fiend/Xyz/Effect	Dark	*2	100	1000			3 Level 2 monsters. Once per battle, during either player's turn, when an attack is declared involving this card and an opponent's monster: You can detach 1 Xyz Material from this card; halve the ATK of the opponent's monster, and this card gains that same amount of ATK.
Wind-Up Carrier Zenmaity	ORCS	WindUpCarrierZenmaity	Machine/Xyz/Effect	Water	*3	1500	1500		A0/T1	2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 "Wind-Up" monster from your hand or Deck. When a face-up "Wind-Up" monster on the field is destroyed and sent to the Graveyard (except during the Damage Step): You can detach 1 Xyz Material from this card to target that monster; return that target to the hand.
Evolzar Solda	ORCS	EvolzarSolda	Dragon/Xyz/Effect	Fire	*6	2600	1000			2 Level 6 Dinosaur-Type monsters.  This card cannot be destroyed by card effects while it has Xyz Material. When your opponent Special Summons a monster(s): You can detach 1 Xyz Material from this card; destroy that monster(s).
Inzektor Exa-Beetle	ORCS	InzektorExaBeetle	Insect/Xyz/Effect	Dark	*6	1000	1000			2 Level 6 monsters. When this card is Xyz Summoned: You can target 1 monster in either player's Graveyard; equip that target to this card. This card gains ATK and DEF equal to hald the original ATK and DEF of the monster equipped by this effect. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up card on each side of the field; send those targets to the Graveyard.
Gagagabolt	ORCS	Gagagabolt	Normal Spell							If you control a face-up "Gagaga" monster: Target 1 card on the field; destroy that target.
Double Defender	ORCS	DoubleDefender	Continuous Spell							Once per turn, when an opponent's monster declares an attack while you control 2 or more face-up Defense Position monsters: You can target the attacking monster; negate that attack.
Galaxy Storm	ORCS	GalaxyStorm	Quick-Play Spell							Target 1 face-up Xyz Monster on the field that has no Xyz Material; destroy that target.
Armor Ninjitsu Art of Alchemy	ORCS	ArmorNinjitsuArtofAlchemy	Normal Spell							If you control a "Ninjitsu Art" card: Destroy all face-up "Ninjitsu Art" cards you control, then draw 2 cards.
Star Light, Star Bright	ORCS	StarLightStarBright	Normal Spell							Target 1 face-up monster you control; all face-up monsters you currently control with an ATK or DEF equal to that monster's become the same Level as that monster, until the End Phase.
Armor Blast	ORCS	ArmorBlast	Normal Spell							Target 1 face-up "Inzektor" card you control and 2 face-up cards your opponent controls; destroy them.
Inzektor Sword - Zektkaliber	ORCS	InzektorSwordZektkaliber	Equip Spell							Equip only to an "Inzektor" monster. It gains 800 ATK and DEF. When this face-up card on the field is sent to the Graveyard: Target 1 "Inzektor" monster in your Graveyard; add that target to your hand.
Weights & Zenmaisures	ORCS	WeightsZenmaisures	Normal Spell							Target 2 face-up "Wind-Up" monsters you control with different Levels; your opponent chooses 1 of them, and the Level of the other monster becomes the same as the chosen monster’s, until the End Phase. Then, if your opponent chose the monster with a lower Level, you can draw 1 card.
Primordial Soup	ORCS	PrimordialSoup	Continuous Spell							Once per turn, during your Main Phase: You can shuffle up to 2 "Evolsaur" monsters from your hand into the Deck, then draw the same number of cards. You can only control 1 face-up "Primordial Soup".
Evo-Force	ORCS	EvoForce	Normal Spell							Tribute 1 "Evoltile" monster; Special Summon 1 "Evolsaur" monster from your Deck. It is treated as if it was Special Summoned by the effect of an "Evoltile" monster.
Dark Mambele	ORCS	DarkMambele	Normal Spell							If you control 3 or more DARK monsters: Target 1 face-up card on the field; banish that target.
Creeping Darkness	ORCS	CreepingDarkness	Normal Spell							Banish 2 DARK monsters from your Graveyard; add 1 Level 4 DARK monster from your Deck to your hand.
Shrine of Mist Valley	ORCS	ShrineofMistValley	Field Spell							Once per turn, when a WIND monster(s) is destroyed by a card effect and sent to the Graveyard (except during the Damage Step): You can Special Summon 1 Level 3 or lower WIND monster from your hand or Deck, but its effects are negated.
Xyz Burst	ORCS	XyzBurst	Normal Spell							If you control a Rank 6 or higher Xyz Monster: Destroy all Set cards your opponent controls.
Galaxy Wave	ORCS	GalaxyWave	Continuous Spell							Each time you Xyz Summon: Inflict 500 damage to your opponent.
Dicephoon	ORCS	Dicephoon	Quick-Play Spell							Roll a six-sided die. If the result is 2, 3 or 4, destroy 1 Spell/Trap Card on the field. If it is 5, destroy 2 Spell/Trap Cards on the field. If it is 1 or 6, you take 1000 damage.
Counterforce	ORCS	Counterforce	Normal Trap							When a monster's attack is negated that targeted a face-up Attack Position monster: Inflict damage to your opponent equal to the difference in ATK between the 2 monsters.
Gagagaguard	ORCS	Gagagaguard	Normal Trap							If you control 2 or more face-up "Gagaga" monsters: This turn, monsters you control cannot be destroyed by battle or card effects.
Xyz Reflect	ORCS	XyzReflect	Normal Trap							When a Spell Card, Trap Card, or Effect Monster's effect is activated that targets a face-up Xyz Monster(s) on the field: Negate the activation and destroy it, then inflict 800 damage to your opponent.
Splash Capture	ORCS	SplashCapture	Normal Trap							When your opponent Xyz Summons: Banish 2 Fish-Type monsters from your Graveyard to target that face-up Xyz Monster; take control of that target.
Armor Ninjitsu Art of Freezing	ORCS	ArmorNinjitsuArtofFreezing	Continuous Trap							When an opponent's monster declares an attack, if you control a face-up "Ninja" monster: You can flip this card face-up; negate that attack, and end the Battle Phase. Once this card is face-up on the field, monsters your opponent controls cannot change their Battle Positions while you control a face-up "Ninja" monster(s).
Armor Ninjitsu Art of Rust Mist	ORCS	ArmorNinjitsuArtofRustMist	Continuous Trap							When a monster(s) is Special Summoned to your opponent's side of the field, if you control a face-up "Ninja" monster: Halve the ATK of that Special Summoned monster(s).
Inzektor Orb	ORCS	InzektorOrb	Normal Trap							Target 1 face-up "Inzektor" monster you control; equip this card to that target. It gains 500 ATK and DEF. When exactly 1 "Inzektor" monster you control is targeted by a card effect (except during the Damage Step): You can send this Equip card to the Graveyard; negate that effect.
Variable Form	ORCS	VariableForm	Continuous Trap							Once per turn, you can activate 1 of these effects: *Target 2 face-up "Inzektor" monsters you control; equip one to the other. *Target 1 "Inzektor" monster you control that is an Equip Card; Special Summon that target in face-up Defense Position.
Zenmailstrom	ORCS	Zenmailstrom	Normal Trap							Tribute 1 "Wind-Up" monster with 1500 or more ATK; Special Summon 1 "Wind-Up" monster from your hand, then you can Special Summon 1 "Wind-Up" monster from your Deck with the same ATK as the monster Special Summoned by this effect.
Degen-Force	ORCS	DegenForce	Normal Trap							Tribute 1 Level 4 or higher Dinosaur-Type monster; Special Summon 2 Level 3 or lower Reptile-Type monsters from your hand and/or Graveyard.
Evo-Branch	ORCS	EvoBranch	Normal Trap							Target 1 face-up Reptile-Type monster you control; destroy it and Special Summon 1 "Evoltile" monster in face-down Defense Position from your Deck.
Ninjitsu Art of Super-Transformation	ORCS	NinjitsuArtofSuperTransformation	Continuous Trap							Target 1 face-up "Ninja" monster you control and 1 face-up monster your opponent controls; send them to the Graveyard, then Special Summon to your side of the field 1 Dragon, Dinosaur, or Sea Serpent-Type monster from your Deck whose Level is less than or equal to the combined Levels of the sent monster(s). When this card leaves the field, banish that monster.
Xyz Reborn	ORCS	XyzReborn	Normal Trap							Target 1 Xyz Monster in your Graveyard; Special Summon it and attach this card to that it as an Xyz Material.
OverCapacity	ORCS	OverCapacity	Normal Trap							When your opponent Special Summons a monster: Banish all face-up Level 2 or lower monsters on the field.
The Huge Revolution is Over	ORCS	TheHugeRevolutionisOver	Counter Trap							When a Spell Card, Trap Card, or Effect Monster's effect is activated that destroys 2 or more cards on the field: Negate the activation and banish it.
Royal Prison	ORCS	RoyalPrison	Continuous Trap							Monsters cannot be Special Summoned from the Graveyard.
Sealing Ceremony of Katon	ORCS	SealingCeremonyofKaton	Continuous Trap							Once per turn: You can banish 1 FIRE monster from your Graveyard to target 1 card in your opponent's Graveyard; banish that target.
Inzektor Hopper	ORCS	InzektorHopper	Insect/Effect	Dark	4	1700	1400			Once per turn: You can equip 1 "Inzektor" monster from your hand or Graveyard to this card. While this card is equipped to a monster, that monster's Level is increased by 4. While this card is equipped to a monster: You can send this Equip Card to the Graveyard; the monster it was equipped to can attack your opponent directly this turn. Other monsters cannot attack the turn you activate this effect.
Wind-Up Shark	ORCS	WindUpShark	Fish/Effect	Water	4	1500	1300			When a "Wind-Up" monster is Normal or Special Summoned to your side of the field: You can Special Summon this card from your hand. Once per turn: You can activate 1 of these effects. *Increase this card's Level by 1, until the End Phase. *Reduce this card's Level by 1, until the End Phase.
Evoltile Najasho	ORCS	EvoltileNajasho	Reptile/Effect	Fire	2	100	2000			If this card on the field is Tributed: You can Special Summon 1 "Evolsaur" monster from your Deck.
White Dragon Ninja	ORCS	WhiteDragonNinja	Dragon/Effect	Light	7	2100	1200			Cannot be Special Summoned, except with a "Ninjitsu Art" card's effect. Spell/Trap Cards you control cannot be destroyed by card effects.
Photon Trident	ORCS	PhotonTrident	Quick-Play Spell							Target 1 face-up "Photon" monster you control; until the End Phase, it gains 700 ATK, and if it attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. When it inflicts Battle Damage to your opponent this turn: You can target 1 Spell/Trap Card on the field; destroy that target.
Evo-Instant	ORCS	EvoInstant	Normal Trap							Tribute 1 Reptile-Type monster; Special Summon 1 "Evolsaur" monster from your Deck.
Ninjitsu Art of Duplication	ORCS	NinjitsuArtofDuplication	Continuous Trap							Tribute 1 "Ninja" monster; Special Summon any number of "Ninja" monsters from your Deck, in face-up Attack Position or face-down Defense Position, with combined Levels less than or equal to the Level of the Tributed monster. When this card leaves the field: Destroy those monsters.
White Night Queen	ORCS	WhiteNightQueen	Fairy/Effect	Light	7	2100	800			Cannot be Special Summoned. Once per turn: You can target 1 Set card; destroy that target.
Danipon	ORCS	Danipon	Insect/Effect	Earth	2	600	600			When this card is destroyed by battle and sent to the Graveyard: You can add 1 Insect-Type monster with 1000 DEF or less from your Deck to your hand.
Sweet Corn	ORCS	SweetCorn	Plant/Effect	Earth	2	0	0			Once per turn, during your Main Phase 2: You can pay 500 Life Points; Special Summon 1 "Maize Token" (Plant-Type/EARTH/Level 1/ATK 0/DEF 0).
Vampire Koala	ORCS	VampireKoala	Beast/Effect	Earth	4	1800	1500			When this card inflicts Battle Damage to your opponent by battle with a monster: Gain Life Points equal to the Battle Damage inflicted.
Koalo-Koala	ORCS	KoaloKoala	Beast/Fusion/Effect	Earth	6	2800	200			"Sea Koala" + "Tree Otter". You can send 1 Beast-Type monster from your hand to the Graveyard to target 1 monster your opponent controls; destroy it.
Dark Diviner	ORCS	DarkDiviner	Fiend/Synchro/Effect	Dark	4	2000	1000			1 DARK Tuner + 1 non-Tuner Insect-Type monster. This card cannot be destroyed by battle. When this card declares an attack, if the ATK of the attack target is higher than this card: The ATK of the attack target becomes equal to this face-up card's current ATK. This change lasts until the end of the Battle Phase. When this card destroys an opponent's monster by battle and sends it to the Graveyard: Send the top 3 cards of your opponent's Deck to the Graveyard.
Dark Flattop	ORCS	DarkFlattop	Machine/Synchro/Effect	Dark	8	0	3000			1 DARK Tuner + 1 or more non-Tuner Machine-Type monsters. Once per turn: You can target 1 "Reactor" monster or "Flying Fortress SKY FIRE" in your Graveyard; Special Summon that target, ignoring its Summoning conditions. If this card is destroyed and sent to the Graveyard: You can Special Summon 1 Level 5 or lower Machine-Type monster from your hand.
Driven Daredevil	ORCS	DrivenDaredevil	Warrior/Synchro/Effect	Earth	7	2400	2100			1 Warrior-Type Tuner + 1 or more non-Tuner Warrior-Type monsters. This card cannot be destroyed by battle when attacked by a monster with higher ATK. After damage calculation, if this card was attacked by a monster with higher ATK: Destroy the opponent's monster it battled.
Wind-Up Arsenal Zenmaioh	ORCS	WindUpArsenalZenmaioh	Machine/Xyz/Effect	Wind	*5	2600	1900			2 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 2 Set cards on the field; destroy them.
M-X-Saber Invoker	ORCS	MXSaberInvoker	Warrior/Xyz/Effect	Earth	*3	1600	500			2 Level 3 monsters. Once per turn: You can detach 1 Xyz Material from this card; Special Summon 1 Level 4 EARTH Warrior or Beast-Warrior-Type monster from your Deck, in face-up Defense Position. Destroy it during the End Phase.
Noble Knight Artorigus	GAOV	NobleKnightArtorigus	Warrior	Light	4	1800	1800			No one shall ever know the truth behind That fateful day. Artorigus went forth To where the brilliant sword didst lay. 'Twas the first of many feats so great, A legent through and through. We sing of him, Artorigus, the Noble and the brave. -From the Tales of the Noble Knights
Wattaildragon	GAOV	Wattaildragon	Dragon	Light	6	2500	1000			Capable of indefinite flight. Attacks by wrapping its body with electricity and ramming into opponents. IMPORTANT: Capturing the "Wattaildragon" is forbidden by the Ancient Rules and is a Level 6 offense, the minimum sentence for which is imprisonment for no less than 2500 heliocycles.
Hieratic Seal of the Sun Dragon Overlord	GAOV	HieraticSealoftheSunDragonOverlord	Dragon	Light	8	0	0			A mysterious engraved Hieratic relic. It was thought to be a simple stone, but it was actually infused with the power of a sun-wielding dragon. Ages passed, and the power of the relic grew and grew until it finally shone like the sun itself.
Overlay Owl	GAOV	OverlayOwl	Winged Beast/Effect	Wind	4	800	1600			Once per turn: You can pay 600 Life Points; detach 1 Xyz Material from a monster on the field.
Overlay Eater	GAOV	OverlayEater	Reptile/Effect	Light	2	300	800			You can banish this card from your Graveyard; take 1 Xyz Material from a monster your opponent controls and attach it to an Xyz Monster you control as Xyz Material.
Hammer Shark	GAOV	HammerShark	Fish/Effect	Water	4	1700	1500			Once per turn, during your Main Phase: You can decrease this card's Level by 1, and Special Summon 1 Level 3 or lower WATER monster from your hand.
Hammer Bounzer	GAOV	HammerBounzer	Warrior/Effect	Earth	6	2300	2000			If your opponent controls a card and you control no cards, you can Normal Summon this card without Tributing. If this card attacks an opponent’s monster, as long as you control no Spell/Trap Cards, your opponent cannot activate any Spell/Trap Cards until the end of the Damage Step.
Blade Bounzer	GAOV	BladeBounzer	Warrior/Effect	Earth	4	1800	1400			Once per turn, if this card attacks and your opponent controls a monster at the end of the Damage Step: You can discard 1 card; this card can attack an opponent's monster once again during this Battle Phase.
Phantom Bounzer	GAOV	PhantomBounzer	Warrior/Effect	Dark	6	2400	1200			If this card on the field is destroyed and sent to the Graveyard: You can add 2 "Bounzer" cards from your Deck to your hand.
Morpho Butterspy	GAOV	MorphoButterspy	Warrior/Effect	Dark	4	1200	1600			Once per turn, when the battle position of an opponent's monster(s) is changed (except during the Damage Step): You can target one of those monsters; it loses 1000 ATK and DEF.
Swallowtail Butterspy	GAOV	SwallowtailButterspy	Warrior/Effect	Dark	4	1800	1200			When another monster you control inflicts Battle Damage to your opponent: Target 1 face-up monster your opponent controls; it loses ATK equal to the Battle Damage inflicted.
Moonlit Papillon	GAOV	MoonlitPapillon	Insect/Effect	Light	4	1200	1600			When this card is sent from the field to the Graveyard: You can Special Summon 1 Level 4 or lower "Butterspy" monster from your Deck.
Jumbo Drill	GAOV	JumboDrill	Machine/Effect	Earth	4	1800	100			When this card is Normal Summoned: You can increase the Levels of all Machine-Type monsters you currently control by 1. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent. If this card attacks, it is changed to Defense Position at the end of the Damage Step.
Rocket Arrow Express	GAOV	RocketArrowExpress	Machine/Effect	Earth	10	5000	0			Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by controlling no cards, and cannot be Special Summoned by other ways. You cannot conduct your Battle Phase the turn you Special Summon this card. You cannot activate cards or effects, or Set any cards. During each of your Standby Phases, destroy this card unless you send all cards in your hand to the Graveyard (min. 1).
Cameraclops	GAOV	Cameraclops	Warrior/Effect	Light	4	1400	1600			At the start of the Damage Step, if this card attacks a face-up monster on the field whose DEF is higher than this card's ATK: Destroy that monster.
Hieratic Dragon of Nuit	GAOV	HieraticDragonofNuit	Dragon/Effect	Light	4	1700	900			Once per turn, during either player's turn, when this face-up card on the field is targeted by a Spell Card, Trap Card, or card effect: Special Summon 1 Dragon-Type Normal Monster from your hand, Deck, or Graveyard, and make its ATK and DEF 0.
Hieratic Dragon of Gebeb	GAOV	HieraticDragonofGebeb	Dragon/Effect	Light	4	1800	400			When this card destroys an opponent's monster by battle and sends it to the Graveyard: Special Summon 1 Dragon-Type Normal Monster from your hand, Deck, or Graveyard, and make its ATK and DEF 0. When this card is Tributed: Special Summon 1 "Hieratic" Normal Monster from your hand, Deck, or Graveyard.
Hieratic Dragon of Eset	GAOV	HieraticDragonofEset	Dragon/Effect	Light	5	1900	1200			You can Normal Summon this card without Tributing, but its original ATK becomes 1000. Once per turn: You can target 1 face-up Dragon-Type Normal Monster on the field; the Levels of all face-up "Hieratic" monsters currently on the field become the Level of that monster, until the End Phase. When this card is Tributed: Special Summon 1 Dragon-Type Normal Monster from your hand, Deck, or Graveyard, and make its ATK and DEF 0.
