Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Black Rose Dragon	CT05	BlackRoseDragon	Dragon/Synchro/Effect	Fire	7	2400	1800			1 Tuner + 1 or more non-Tuner monsters When this card is Synchro Summoned, you can destroy all cards on the field. Once per turn, you can remove from play 1 Plant-Type monster from your Graveyard to change 1 monster your opponent controls to face-up Attack Position, and reduce its ATK to 0 until the End Phase.
Black Veloci	PTDN	BlackVeloci	Dinosaur/Effect	Earth	4	1800	300			If this card attacks an opponent's monster, this card gains 400 ATK during the Damage Step only. If this card is attacked by an opponent's monster, this card loses 400 ATK during the Damage Step only.
Blade Knight	CP06	BladeKnight	Warrior/Effect	Light	4	1600	1000			While you have 1 or fewer cards in your hand, this card gains 400 ATK. If this is the only monster you control, negate the effects of Flip Effect Monsters it destroys by battle.
Blast Sphere	DLG1	BlastSphere1	Machine/Effect	Dark	4	1400	1400	L		Before damage calculation, if this face-down Defense Position card was attacked by an opponent's monster: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK.
Blast Sphere	RP01	BlastSphere1	Machine/Effect	Dark	4	1400	1400	L		Before damage calculation, if this face-down Defense Position card was attacked by an opponent's monster: Equip this card to the attacking monster. Then, during your opponent's next Standby Phase, destroy the monster this card is equipped to, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK.
Blaze Accelerator	CP06	BlazeAccelerator	Continuous Spell							You can send 1 Pyro-Type monster with 500 or less ATK from your hand to the Graveyard to destroy 1 monster your opponent controls, but you cannot declare an attack this turn if you do.
Blizzard Dragon	DLG1	BlizzardDragon1	Dragon/Effect	Water	4	1800	1000	H		Once per turn: You can target 1 monster your opponent controls; it cannot change its battle position or declare an attack until the opponent's next End Phase.
Blowback Dragon	CP05	BlowbackDragon1	Machine/Effect	Dark	6	2300	1200	R		Once per turn: You can target 1 card your opponent controls; toss a coin 3 times and destroy that target if at least 2 of the results are Heads.
Blue Thunder T-45	PTDN	BlueThunderT451	Machine/Effect	Light	4	1700	1000	L		If this card destroys an opponent's monster by battle: Special Summon 1 "Thunder Option Token" (Machine-Type/LIGHT/Level 4/ATK 1500/DEF 1500). This Token cannot be Tributed for a Tribute Summon.
Blue-Eyes Toon Dragon	DLG1	BlueEyesToonDragon1	Dragon/Toon/Effect	Light	8	3000	2500			Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control a face-up "Toon World". Must first be Special Summoned (from your hand) by Tributing the same number of monsters required for a Tribute Summon (normally 2). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.
Blue-Eyes Toon Dragon	RP01	BlueEyesToonDragon1	Dragon/Toon/Effect	Light	8	3000	2500			Cannot be Normal Summoned/Set. Cannot be Special Summoned unless you control a face-up "Toon World". Must first be Special Summoned (from your hand) by Tributing the same number of monsters required for a Tribute Summon (normally 2). This card cannot attack the turn it is Special Summoned. You must pay 500 Life Points to declare an attack with this monster. If "Toon World" on the field is destroyed, destroy this card. This card can attack your opponent directly, unless they control a Toon Monster. If they do control one, this card must target a Toon Monster for its attacks.
Blue-Eyes Ultimate Dragon	DLG1	BlueEyesUltimateDragon	Dragon/Fusion	Light	12	4500	3800			Blue-Eyes White Dragon + "Blue-Eyes White Dragon" + "Blue-Eyes White Dragon"
Blue-Eyes Ultimate Dragon	GLD1	BlueEyesUltimateDragon	Dragon/Fusion	Light	12	4500	3800			Blue-Eyes White Dragon + "Blue-Eyes White Dragon" + "Blue-Eyes White Dragon"
Blue-Eyes Ultimate Dragon	RP01	BlueEyesUltimateDragon	Dragon/Fusion	Light	12	4500	3800			Blue-Eyes White Dragon + "Blue-Eyes White Dragon" + "Blue-Eyes White Dragon"
Blue-Eyes White Dragon	DLG1	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Blue-Eyes White Dragon	RP01	BlueEyesWhiteDragon	Dragon	Light	8	3000	2500			This legendary dragon is a powerful engine of destruction. Virtually invincible, very few have faced this awesome creature and lived to tell the tale.
Book of Eclipse	TDGS	BookofEclipse	Quick-Play Spell							Change all face-up monsters on the field to face-down Defense Position. During the End Phase, flip all face-down Defense Position monsters your opponent controls face-up, and your opponent draws 1 card for each.
Book of Life	SDZW	BookofLife1	Normal Spell							Target 1 Zombie-Type monster in your Graveyard and 1 monster in your opponent's Graveyard; Special Summon the first target, also banish the second target.
Botanical Girl	CSOC	BotanicalGirl	Plant/Effect	Water	3	1300	1100			When this card is sent from the field to the Graveyard, you can add 1 Plant-Type monster with 1000 or less DEF from your Deck to your hand.
Botanical Lion	CSOC	BotanicalLion1	Plant/Effect	Earth	4	1600	2000	H		This card gains 300 ATK for each face-up Plant-Type monster you control. Control of this face-up card cannot switch.
Bottomless Trap Hole	SDDE	BottomlessTrapHole1	Normal Trap						A2/T2	When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it instead of sending it to the Graveyard.
Bottomless Trap Hole	SDZW	BottomlessTrapHole1	Normal Trap						A2/T2	When your opponent Summons a monster(s) with 1500 or more ATK: Destroy that monster(s) with 1500 or more ATK, and if you do, banish it instead of sending it to the Graveyard.
Brain Control	GLD1	BrainControl1	Normal Spell						A0/T1	Pay 800 Life Points to target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Brain Control	SDDE	BrainControl1	Normal Spell						A0/T1	Pay 800 Life Points to target 1 face-up monster your opponent controls; take control of that target until the End Phase.
Breaker the Magical Warrior	GLD1	BreakertheMagicalWarrior1	Spellcaster/Effect	Dark	4	1600	1000	D		When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card to target 1 Spell/Trap Card on the field; destroy that target.
Broken Blocker	TDGS	BrokenBlocker	Normal Trap							Activate only when a Defense Position monster you control, whose DEF is higher than its ATK, is destroyed by battle. Special Summon up to 2 monsters with the same name as that monster from your Deck in face-up Defense Position.
By Order of the Emperor	SDDE	ByOrderoftheEmperor	Continuous Trap							You can choose to negate the activation of an Effect Monster's effect that activates when a monster is Normal Summoned (including itself). If you do, that Effect Monster's controller draws 1 card.
Cactus Fighter	CSOC	CactusFighter	Plant/Effect	Earth	4	1900	400			If this card destroys an opponent's monster by battle, Special Summon 1 "Needle Token" (Plant-Type/EARTH/Level 1/ATK 500/DEF 500) to your opponent''s side of the field in Defense Position.
Caius the Shadow Monarch	SDDE	CaiustheShadowMonarch1	Fiend/Effect	Dark	6	2400	1000	R		When this card is Tribute Summoned: Target 1 card on the field; banish that target, and if you do, inflict 1000 damage to your opponent if it was a DARK monster.
Call of Darkness	CP06	CallofDarkness	Continuous Trap							Send any monster that was Special Summoned by "Monster Reborn" to the Graveyard. While this card is on the field, "Monster Reborn" cannot be activated.
Call of the Earthbound	PTDN	CalloftheEarthbound	Normal Trap							Activate only when an opponent's monster declares an attack. You select the target of the attack.
Call of the Haunted	HL06	CallOfTheHaunted1	Continuous Trap					R		Target 1 monster in your Graveyard; Special Summon that target in face-up Attack Position. When this card leaves the field, destroy that target. When that target is destroyed, destroy this card.
Call of the Mummy	SDZW	CalloftheMummy1	Continuous Spell							Once per turn: You can Special Summon 1 Zombie-Type monster from your hand. You must control no monsters to activate and to resolve this effect.
Cannon Soldier	DLG1	CannonSoldier	Machine/Effect	Dark	4	1400	1300			Tribute 1 monster to inflict 500 points damage to your opponent.
Cannon Soldier	RP01	CannonSoldier	Machine/Effect	Dark	4	1400	1300			Tribute 1 monster to inflict 500 points damage to your opponent.
Cannon Soldier MK-2	PTDN	CannonSoldierMK2	Machine/Effect	Earth	5	1900	1200			You can Tribute 2 monsters to inflict 1500 damage to your opponent.
Card Destruction	DLG1	CardDestruction1	Normal Spell						A1/T1	Each player discards their entire hand, then draws the same number of cards they discarded.
Card Destruction	RP01	CardDestruction1	Normal Spell						A1/T1	Each player discards their entire hand, then draws the same number of cards they discarded.
Card Destruction	SDZW	CardDestruction1	Normal Spell						A1/T1	Each player discards their entire hand, then draws the same number of cards they discarded.
Card Rotator	CSOC	CardRotator	Normal Spell							Send 1 card from your hand to the Graveyard. Change the battle positions of all monsters your opponent controls. (Face-down Defense Position monsters are flipped to face-up Attack Position.)
Card Trooper	DLG1	CardTrooper2	Machine/Effect	Earth	3	400	400	H	A2/T2	Once per turn: You can choose a number from 1 to 3, then send that many cards from the top of your Deck to the Graveyard; this card gains 500 ATK for each card sent to the Graveyard this way, until the End Phase. When this card you control is destroyed and sent to your Graveyard: Draw 1 card.
Card of Safe Return	HL07	CardofSafeReturn	Continuous Spell						A0/T1	When a monster is Special Summoned to the field from your Graveyard, you can draw 1 card from your Deck.
Card of Safe Return	SDZW	CardofSafeReturn	Continuous Spell						A0/T1	When a monster is Special Summoned to the field from your Graveyard, you can draw 1 card from your Deck.
Carrierroid	PP02	Carrierroid	Machine/Effect	Water	4	1000	800			When an opponent activates a card effect that targets and destroys a Spell or Trap Card(s) you control, you can discard 1 card to negate its activation and destroy the card.
Castle Gate	PTDN	CastleGate	Rock/Effect	Earth	6	0	2400			This card cannot be destroyed by battle. Once per turn, if this card is in face-up Attack Position, you can Tribute 1 Level 5 or lower monster to inflict damage to your opponent equal to that monster's original ATK.
Catapult Turtle	DLG1	CatapultTurtle1	Aqua/Effect	Water	5	1000	2000			You can Tribute 1 monster; inflict damage to your opponent equal to half the Tributed monster's ATK on the field.
Catapult Turtle	RP01	CatapultTurtle1	Aqua/Effect	Water	5	1000	2000			You can Tribute 1 monster; inflict damage to your opponent equal to half the Tributed monster's ATK on the field.
Celestia, Lightsworn Angel	LODT	CelestiaLightswornAngel	Fairy/Effect	Light	5	2300	200			When you Tribute Summon this card by Tributing a "Lightsworn" monster, you can send the top 4 cards of your Deck to the Graveyard to destroy up to 2 cards your opponent controls.
Chain Material	PTDN	ChainMaterial	Normal Trap							Any time you Fusion Summon a monster this turn, you can remove from play, from your side of the field, Deck, hand or Graveyard, Fusion Material Monsters that are listed on the Fusion Monster Card, and use them as Fusion Material Monsters. You cannot attack during the turn this card is activated. If you used this effect for a Fusion Summon, the Summoned Fusion Monster(s) is destroyed during the End Phase.
Chain Summoning	PTDN	ChainSummoning	Quick-Play Spell							Activate only as Chain Link 3 or higher. You can Normal Summon or Set up to 3 times this turn. You cannot activate this card if multiple card/effects with the same name are in that Chain.
Chaosrider Gustaph	SDDE	ChaosriderGustaph	Warrior/Effect	Wind	4	1400	1500			You can remove up to 2 Spell Cards in your Graveyard from play to increase the ATK of this monster by 300 points for each card removed from play until the end of your opponent's next turn. This effect can only be used once during your turn.
Charcoal Inpachi	5DS1	CharcoalInpachi1	Pyro	Fire	1	100	2100	H		A wicked wooden spirit that has burned out. The barbecue grilled with this charcoal is so awesome that everybody thinks it's priceless.
Charge of the Light Brigade	TDGS	ChargeoftheLightBrigade	Normal Spell						A1/T1	Send the top 3 cards of your Deck to the Graveyard. Add 1 Level 4 or lower "Lightsworn" monster from your Deck to your hand.
Chimeratech Overdragon	GLD1	ChimeratechOverdragon1	Machine/Fusion/Effect	Dark	9	?	?			"Cyber Dragon" + 1 or more Machine-Type monsters. Must be Fusion Summoned and cannot be Special Summoned by other ways. When this card is Fusion Summoned: Send all other cards you control to the Graveyard. The original ATK and DEF of this card each become 800 x the number of Fusion Material Monsters used for its Fusion Summon. Each turn, this card can attack your opponent's monsters a number of times equal to the number of Fusion Material Monsters used for its Fusion Summon.
Cloning	DLG1	Cloning1	Normal Trap							When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 "Clone Token", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the Graveyard, destroy this Token.
