Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
CXyz Simon the Great Moral Leader	NUMH	CXyzSimontheGreatMoralLeader	Spellcaster/Xyz/Effect	Light	*7	3000	2500			3 Level 7 monsters. This card is unaffected by other monster effects. If this card has "Norito the Moral Leader" as an Xyz Material, it gains this effect. *Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; change its battle position, and if you do, negate its effects until the end of this turn.
CXyz Skypalace Babylon	NUMH	CXyzSkypalaceBabylon	Machine/Xyz/Effect	Wind	*11	3800	4000			3 Level 11 monsters. When this card destroys a monster by battle and sends it to the Graveyard: Inflict damage to your opponent equal to half the original ATK of the destroyed monster in the Graveyard. If this card has "Skypalace Gangaridai" as an Xyz Material, it gains this effect. *Once per turn, if this card destroys a monster by battle: You can detach 1 Xyz Material from this card; it can make a second attack in a row.
Gash the Dust Lord	NUMH	GashtheDustLord	Fiend/Effect	Dark	4	1000	1200			When this card inflicts battle damage to your opponent: Increase the Level of this card by 1 (max. 12).
Gimmick Puppet Egg Head	NUMH	GimmickPuppetEggHead	Machine/Effect	Earth	4	1600	1200			You can only use the effect of "Gimmick Puppet Egg Head" once per turn. You can discard 1 "Gimmick Puppet" monster, then activate 1 of these effects. *Inflict 800 damage to your opponent. *This card's Level becomes 8 until the End Phase.
Gimmick Puppet Gear Changer	NUMH	GimmickPuppetGearChanger	Machine/Effect	Earth	1	100	100			Cannot be Special Summoned from the Deck. Once per turn: You can target 1 "Gimmick Puppet" monster you control, except this card; this card's Level becomes the Level of that monster.
Gimmick Puppet Nightmare	NUMH	GimmickPuppetNightmare	Machine/Effect	Dark	8	1000	2000			You can Special Summon this card (from your hand) by Tributing 1 face-up Xyz Monster you control. You can only Special Summon "Gimmick Puppet Nightmare" once per turn this way. When you do: You can Special Summon 1 "Gimmick Puppet Nightmare" from your hand or Graveyard. If this card is Special Summoned, you cannot Special Summon any monsters for the rest of this turn, except "Gimmick Puppet" monsters.
Gimmick Puppet Scissor Arms	NUMH	GimmickPuppetScissorArms	Machine/Effect	Dark	4	1200	600			When this card is Normal Summoned: You can send 1 "Gimmick Puppet" monster from your Deck to the Graveyard.
Gimmick Puppet Twilight Joker	NUMH	GimmickPuppetTwilightJoker	Machine/Effect	Dark	8	800	1600			When a "Gimmick Puppet" monster you control is destroyed by battle and sent to your Graveyard: You can banish that monster; Special Summon this card from your hand. You can only use the effect of "Gimmick Puppet Twilight Joker" once per turn.
Heraldry Record	NUMH	HeraldryRecord	Counter Trap							When an effect of your opponent's Xyz Monster is activated by detaching its own Xyz Material(s): Negate the activation, and if you do, destroy it.
Heroic Challenger - Ambush Soldier	NUMH	HeroicChallengerAmbushSoldier	Warrior/Effect	Earth	1	0	0			During your Standby Phase: You can Tribute this card; Special Summon up to 2 "Heroic Challenger" monsters from your hand and/or Graveyard, except "Heroic Challenger - Ambush Soldier". You can only use this effect of "Heroic Challenger - Ambush Soldier" once per turn. When you do: You can banish this card from your Graveyard; make all "Heroic Challenger" monsters you currently control become Level 1.
Heroic Challenger - Clasp Sword	NUMH	HeroicChallengerClaspSword	Warrior/Effect	Earth	1	300	100			When this card is Special Summoned by the effect of a "Heroic Challenger" monster: You can add 1 "Heroic Challenger" monster from your Deck to your hand. You can only use the effect of "Heroic Challenger - Clasp Sword" once per turn.
Insect Armor with Laser Cannon	NUMH	InsectArmorwithLaserCannon	Equip Spell							Equip only to an Insect-Type monster. It gains 700 ATK.
Mechquipped Angineer	NUMH	MechquippedAngineer	Fairy/Xyz/Effect	Light	*3	1800	1000			2 Level 3 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then target 1 face-up Attack Position monster you control; change it to face-up Defense Position, and if you do, it cannot be destroyed by battle or by card effects this turn.
Night Papilloperative	NUMH	NightPapilloperative	Warrior/Xyz/Effect	Dark	*4	2600	2000			3 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card; this card gains 300 ATK for each Xyz Material attached to a monster on the field.
Norito the Moral Leader	NUMH	NoritotheMoralLeader	Spellcaster/Xyz/Effect	Light	*6	2700	2000			2 Level 6 Spellcaster-Type monsters. Once per turn, during either player's turn, when your opponent activates a Spell/Trap Card: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy it.
Number 15: Gimmick Puppet Giant Grinder	NUMH	Number15GimmickPuppetGiantGrinder	Machine/Xyz/Effect	Dark	*8	1500	2500			2 Level 8 monsters. Up to twice per turn, during your Main Phase 1: You can detach 1 Xyz Material from this card, then target 1 Special Summoned monster your opponent controls; destroy it, then if it was an Xyz Monster, inflict damage to your opponent equal to its original ATK.
Number 44: Sky Pegasus	NUMH	Number44SkyPegasus	Beast/Xyz/Effect	Light	*4	1800	1600			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls; destroy it, unless your opponent pays 1000 Life Points to negate this effect.
Number 49: Fortune Tune	NUMH	Number49FortuneTune	Winged Beast/Xyz/Effect	Light	*3	400	900			2 Level 3 monsters. During each of your Standby Phases: Gain 500 Life Points. This card cannot be targeted by card effects. If this face-up card would be destroyed, you can detach 1 Xyz Material from this card instead. When this card is sent from the field to the Graveyard: Target 2 Level 3 monsters in your Graveyard; shuffle them both into the Deck, and if you do, return this card from your Graveyard to the Extra Deck. You can only use this effect of "Number 49: Fortune Tune" once per turn.
Number 54: Lion Heart	NUMH	Number54LionHeart	Warrior/Xyz/Effect	Earth	*1	100	100			3 Level 1 monsters. This face-up Attack Position card cannot be destroyed by battle. When you take battle damage from battles involving this card: Inflict damage to your opponent equal to the amount of battle damage you took. If this card battles an opponent's monster, during damage calculation (in either player's turn): You can detach 1 Xyz Material from this card; your opponent takes any battle damage you would have taken from that battle.
Number 57: Tri-Head Dust Dragon	NUMH	Number57TriHeadDustDragon	Dragon/Xyz/Effect	Fire	*4	100	2600			3 Level 4 monsters. When this card is Special Summoned: You can target 1 monster your opponent controls; this card gains ATK equal to that monster's current ATK. If your opponent controls more cards than you do: You can detach 1 Xyz Material from this card, then choose 1 unused Monster Card Zone or Spell & Trap Card Zone; while this face-up card is on the field, that Card Zone cannot be used.
Number 63: Shamoji Soldier	NUMH	Number63ShamojiSoldier	Fairy/Xyz/Effect	Light	*1	0	2000			2 Level 1 monsters. You can only use the effect of "Number 63: Shamoji Soldier" once per turn. You can detach 1 Xyz Material from this card, then activate 1 of these effects; *At the start of your opponent's next Standby Phase, each player draws 1 card. *Each player gains 1000 Life Points.
Number 74: Master of Blades	NUMH	Number74MasterofBlades	Psychic/Xyz/Effect	Earth	*7	2700	2300			2 Level 7 monsters. During either player's turn, when a card or effect is activated that targets this face-up card: You can detach 1 Xyz Material from this card; negate the activation, and if you do, destroy that card, then you can destroy 1 card on the field.
Number 85: Crazy Box	NUMH	Number85CrazyBox	Fiend/Xyz/Effect	Dark	*4	3000	300			2 Level 4 monsters. This card cannot attack. Once per turn: You can detach 1 Xyz Material from this card; roll a six-sided die and apply the result. *1: Halve your Life Points. 2: Draw 1 card. *3: Your opponent discards 1 card. *4: Negate the effects of 1 face-up card on the field, until the end of this turn. *5: Destroy 1 card on the field. 6: Destroy this card.
Number 87: Queen of the Night	NUMH	Number87QueenoftheNight	Plant/Xyz/Effect	Water	*8	3200	2800			3 Level 8 monsters. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card, then activate 1 of these effects. *Target 1 Set Spell/Trap Card your opponent controls; while this card is face-up on the field, that Set card cannot be activated. *Target 1 Plant-Type monster on the field; change that target to face-down Defense Position. *Target 1 face-up monster on the field; that target gains 300 ATK.
Number Wall	NUMH	NumberWall	Continuous Trap							Activate only if you control a "Number" monster. "Number" monsters on the field cannot be destroyed by card effects, and cannot be destroyed by battle except with another "Number" monster. When a "Number" monster you control is destroyed, destroy this card.
Overlay Capture	NUMH	OverlayCapture	Normal Spell							Target 1 face-up Xyz Monster your opponent controls that has Xyz Material and 1 face-up Xyz Monster you control; detach all Xyz Materials from the opponent's monster, and if you do, attach this card to your monster as an Xyz Material.
Photon Alexandra Queen	NUMH	PhotonAlexandraQueen	Warrior/Xyz/Effect	Light	*4	2400	1200			2 Level 4 "Butterspy" monsters. You can detach 1 Xyz Material from this card; return all monsters on the field to the hand, then inflict 300 damage to each player for each card returned to their hand.
Princess Cologne	NUMH	PrincessCologne	Fairy/Xyz/Effect	Light	*4	500	2200			2 Level 4 monsters. When this card is Xyz Summoned: You can target 1 "Box of Friends" in your Graveyard; Special Summon that target. If you control another monster, your opponent cannot target this card with cards, effects, or for attacks. If a face-up Normal Monster(s) you control is destroyed by battle or by card effect and sent to the Graveyard: You can detach 1 Xyz Material from this card; Special Summon 1 Normal Monster from your Deck or Graveyard in face-up Defense Position.
Puppet Ritual	NUMH	PuppetRitual	Normal Spell							If your opponent's Life Points are at least 2000 higher than yours: You can target 2 Level 8 "Gimmick Puppet" monsters in your Graveyard; Special Summon those targets. You can only activate 1 "Puppet Ritual" per turn. You cannot conduct your Battle Phase the turn you activate this card.
Resurrection of Chakra	NUMH	ResurrectionofChakra	Ritual Spell							This card is used to Ritual Summon "Chakra". You must also Tribute monsters from your hand or field whose total Levels equal 7 or more.
Skypalace Gangaridai	NUMH	SkypalaceGangaridai	Machine/Xyz/Effect	Wind	*10	3400	3000			2 Level 10 monsters. You can detach 1 Xyz Material from this card, then target 1 card your opponent controls; destroy that target, and if you do, inflict 1000 damage to your opponent. You can only use the effect of "Skypalace Gangaridai" once per turn. This card cannot attack the turn you activate this effect.
Stoic Challenge	NUMH	StoicChallenge	Equip Spell							You can only control 1 "Stoic Challenge". Equip only to a face-up Xyz Monster that has Xyz Material. It gains 600 ATK for each Xyz Material attached to a monster you control, and any battle damage your opponent takes from battles involving it and their monster is doubled, but its effects cannot be activated. During your opponent's End Phase: Send this card to the Graveyard. When this card leaves the field, destroy the equipped monster.
Unformed Void	NUMH	UnformedVoid	Aqua/Xyz/Effect	Light	*4	0	0			3 Level 4 monsters. Once per turn, during your opponent's Main Phase: You can detach 1 Xyz Material from this card; this card gains ATK and DEF equal to the total ATK of all face-up Xyz Monsters your opponent currently controls (this is a Quick Effect).
Zombowwow	NUMH	Zombowwow	Zombie/Effect	Dark	2	1000	1000			When this card declares an attack, it gains 500 ATK. If this card on the field is destroyed and sent to the Graveyard: You can Special Summon 1 Level 1 monster with 0 ATK and DEF from your Deck. Its effects are negated, also it is destroyed during your next End Phase.
Circle of the Fire Kings	SDOK	CircleoftheFireKings	Quick-Play Spell							Target 1 FIRE monster you control and 1 FIRE monster in your Graveyard; destroy that monster you control, and if you do, Special Summon that other monster from your Graveyard. You can only activate 1 "Circle of the Fire Kings" per turn.
Fire King Avatar Barong	SDOK	FireKingAvatarBarong	Beast-Warrior/Effect	Fire	4	1800	200			If a face-up "Fire King" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Add 1 "Fire King" card from your Deck to your hand, except "Fire King Avatar Barong".
Fire King Avatar Kirin	SDOK	FireKingAvatarKirin	Beast/Effect	Fire	3	1000	200			If a face-up "Fire King" monster you control is destroyed by a card effect (except during the Damage Step): You can Special Summon this card from your hand. If this card is destroyed and sent to the Graveyard: You can send 1 FIRE monster from your Deck to the Graveyard.
Fire King High Avatar Garunix	SDOK	FireKingHighAvatarGarunix	Winged Beast/Effect	Fire	8	2700	1700			During the next Standby Phase after this card was destroyed by a card effect and sent to the Graveyard: Special Summon this card from the Graveyard. When you do: Destroy all other monsters on the field. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 "Fire King" monster from your Deck, except "Fire King High Avatar Garunix".
Onslaught of the Fire Kings	SDOK	OnslaughtoftheFireKings	Normal Spell							If your opponent controls a monster and you control no monsters: Special Summon 1 FIRE Beast, Beast-Warrior, or Winged Beast-Type monster from your Deck. Its effects are negated and it is destroyed during the End Phase. You can only activate 1 "Onslaught of the Fire Kings" per turn.
Blackwing - Gram the Shining Star	YF04	BlackwingGramtheShiningStar	Winged Beast/Synchro/Effect	Dark	5	2200	1500			1 Tuner + 1 or more non-Tuner monsters. Must first be Synchro Summoned. When this card is Synchro Summoned: You can Special Summon 1 Level 4 or lower non-Tuner "Blackwing" monster from your hand. Its effects are negated.
Bite Bug	YS13	BiteBug	Insect/Effect	Earth	3	300	1000			If your opponent controls a face-up Xyz Monster, you can Special Summon this card (from your hand). When you do: Target 1 monster your opponent controls; that monster loses 300 ATK.
Caligo Claw Crow	YS13	CaligoClawCrow	Winged Beast/Effect	Dark	2	900	600			If you control a DARK monster, you can Special Summon this card (from your hand). You can only Special Summon "Caligo Claw Crow" once per turn this way.
Crane Crane	YS13	CraneCrane	Winged Beast/Effect	Earth	3	300	900			When this card is Normal Summoned: You can target 1 Level 3 monster in your Graveyard; Special Summon that target. Its effects are negated. You can only use the effect of "Crane Crane" once per turn.
Gagaga Child	YS13	GagagaChild	Spellcater/Effect	Dark	2	800	1200			If you control a "Gagaga" monster other than "Gagaga Child", you can Special Summon this card (from your hand). When you do: You can target 1 "Gagaga" monster you control with a different Level than this card; this card's Level becomes the Level of that monster. You cannot conduct your Battle Phase the turn you activate this effect.
Ganbara Lancer	YS13	GanbaraLancer	Warrior/Effect	Light	5	1000	2000			When this card is Normal Summoned: You can Special Summon 1 "Ganbara Lancer" from your hand or Graveyard in face-up Defense Position.
Gentlemander	YS13	Gentlemander	Reptile/Effect	Light	4	1200	1000			When an opponent's monster declares an attack: You can Special Summon this card from your hand. Your opponent cannot attack any monsters except this one.
Magical Undertaker	YS13	MagicalUndertaker	Spellcater/Effect	Dark	2	400	400			FLIP: You can target 1 Level 4 or lower Spellcaster-Type monster in your Graveyard; Special Summon that target.
Number C39: Utopia Ray V	YS13	NumberC39UtopiaRayV	Warrior/Xyz/Effect	Light	*5	2600	2000			3 Level 5 monsters. When this card in its owner's possession is destroyed by an opponent's card (either by battle or by card effect): You can target 1 Xyz Monster in your Graveyard; return that target to the Extra Deck. If this card has a "Utopia" monster as an Xyz Material, it gains this effect. *Once per turn: You can detach 1 Xyz Material from this card, then target 1 monster your opponent controls; destroy that monster, and if you do, inflict damage to your opponent equal to the destroyed monster's ATK on the field.
Puzzle Reborn	YS13	PuzzleReborn	Normal Trap							If exactly 1 monster you control (and no other cards) is destroyed by a card effect: Target that monster; Special Summon that target.
Rank-Up-Magic Limited Barian's Force	YS13	RankUpMagicLimitedBariansForce	Normal Spell							Target 1 Rank 4 Xyz Monster you control; Special Summon from your Extra Deck, 1 "Number C" monster that is 1 Rank higher than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to that target also become Xyz Materials on the Summoned monster.)
Swords of Burning Light	YS13	SwordsofBurningLight	Continuous Spell							While you control no monsters, monsters your opponent controls cannot declare attacks. If you control a monster, or if your opponent has 5 or more cards in their hand, destroy this card.
ZW - Eagle Claw	YS13	ZWEagleClaw	Winged Beast/Effect	Wind	5	2000	1200			If your opponent's Life Points are at least 2000 higher than yours, you can Special Summon this card (from your hand). You can target 1 "Utopia" monster you control; equip this monster on the field to that target. It gains 2000 ATK. Once per turn, while this card is equipped to a monster, when a Trap Card or Trap effect that was activated on your opponent's side of the field resolves, negate the effects of that card. You can only control 1 "ZW - Eagle Claw".
Number 50: Blackship of Corn	YZ02	Number50BlackshipofCorn	Plant/Xyz/Effect	Dark	*4	2100	1500			2 Level 4 monsters. Once per turn: You can detach 1 Xyz Material from this card, then target 1 face-up monster your opponent controls with ATK less than or equal to this card's; send it to the Graveyard, and if you do, inflict 1000 damage to your opponent. This card cannot attack the turn you activate this effect.
Number 22: Zombiestein	YZ03	Number22Zombiestein	Zombie/Xyz/Effect	Dark	*8	4500	1000			2 Level 8 DARK monsters. Must be Xyz Summoned and cannot be Special Summoned by other ways. Once per turn, during either player's turn: You can detach 1 Xyz Material from this card and send 1 card from your hand to the Graveyard to target 1 face-up card your opponent controls; change this card to Defense Position, and if you do, negate that face-up card's effect until the End Phase.
Accellight	ZTIN	Accellight	Normal Spell							If you control no monsters: Special Summon 1 Level 4 or lower "Photon" or "Galaxy" monster from your Deck. You can only activate 1 "Accellight" per turn. You cannot Normal Summon/Set during the turn you activate this card.
Chachaka Archer	ZTIN	ChachakaArcher	Warrior/Effect	Wind	6	1200	1800			Once per turn: You can target 1 Spell/Trap Card on the field; destroy it.
Dimension Wanderer	ZTIN	DimensionWanderer	Spellcaster/Effect	Light	1	0	0			When a monster is banished by the effect of "Galaxy-Eyes Photon Dragon": You can send this card from your hand to the Graveyard; inflict 3000 damage to your opponent. You can only use the effect of "Dimension Wanderer" once per turn.
Dododo Warrior	ZTIN	DododoWarrior	Warrior/Effect	Earth	6	2300	900			You can Normal Summon this card without Tributing, but its original ATK becomes 1800. If this card attacks, negate all card effects that activate in the opponent's Graveyard, until the end of the Damage Step.
Gagagaback	ZTIN	Gagagaback	Quick-Play Spell							During the turn a "Gagaga" monster you control was destroyed by battle and sent to the Graveyard: Special Summon as many monsters from your Graveyard as possible that were destroyed by battle this turn, in face-up Defense Position, then take 600 damage for each monster Special Summoned by this effect. You can only activate 1 "Gagagaback" per turn.
Gagagashield	ZTIN	Gagagashield	Normal Trap							Target 1 face-up Spellcaster-Type monster you control; equip this card to that target. Twice per turn, it cannot be destroyed by battle or card effects.
Galaxy Expedition	ZTIN	GalaxyExpedition	Normal Spell							If you control a Level 5 or higher "Photon" or "Galaxy" monster: Special Summon 1 Level 5 or higher "Photon" or "Galaxy" monster from your Deck in face-up Defense Position. You can only activate 1 "Galaxy Expedition" per turn.
Galaxy Knight	ZTIN	GalaxyKnight	Warrior/Effect	Light	8	2800	2600			If you control a "Photon" or "Galaxy" monster, you can Normal Summon this card without Tributing. When you do: Target 1 "Galaxy-Eyes Photon Dragon" in your Graveyard (if possible); regardless, this card loses 1000 ATK, and if it does, Special Summon that target (if any) in face-up Defense Position. This ATK decrease lasts until the End Phase.
Galaxy Wizard	ZTIN	GalaxyWizard	Spellcaster/Effect	Light	4	0	1800			Once per turn: You can increase this card's Level by 4 until the End Phase. You can Tribute this card; add 1 "Galaxy" card from your Deck to your hand, except "Galaxy Wizard".
Galaxy Zero	ZTIN	GalaxyZero	Equip Spell							Target 1 "Photon" or "Galaxy" monster in your Graveyard; Special Summon it in face-up Attack Position and equip it with this card. It cannot attack or activate its effects. If it would be destroyed during the Battle Phase, you can destroy this card instead. When this card leaves the field: The equipped monster's ATK becomes 0. You can only activate 1 "Galaxy Zero" per turn.
Kuriphoton	ZTIN	Kuriphoton	Fiend/Effect	Light	1	300	200			During either player's turn: You can send this card from your hand to the Graveyard and pay 2000 Life Points; you take no damage this turn. If this card is in your Graveyard: You can send 1 "Photon" monster from your hand to the Graveyard, except "Kuriphoton"; add this card from your Graveyard to your hand. You can only use this effect of "Kuriphoton" once per turn.
Message in a Bottle	ZTIN	MessageinaBottle	Normal Spell							Target 3 monsters with different Levels in your Graveyard; Special Summon all 3 of them. Their ATK's become 0, also their effects are negated. If you do not Xyz Summon this turn after Summoning those 3 monsters, you lose 4000 Life Points during the End Phase. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card.
Number 19: Freezadon	ZTIN	Number19Freezadon	Dinosaur/Xyz/Effect	Water	*5	2000	2500			2 Level 5 monsters. Once per turn, if an Xyz Monster you control would activate an effect by detaching an Xyz Material(s), you can detach 1 Xyz Material from this card instead of 1 of those Xyz Materials.
Number 56: Gold Rat	ZTIN	Number56GoldRat	Beast/Xyz/Effect	Light	*1	500	600			3 Level 1 monsters. Once per turn: You can detach 1 Xyz Material from this card; draw 1 card, then shuffle 1 card from your hand into the Deck.
Number 61: Volcasaurus	ZTIN	Number61Volcasaurus	Dinosaur/Xyz/Effect	Fire	*5	2500	1000			2 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster your opponent controls; destroy that opponent's monster, and if you do, inflict damage to your opponent equal to the destroyed monster's original ATK. This card cannot attack your opponent directly during the turn you activate this effect.
Photon Pirate	ZTIN	PhotonPirate	Machine/Effect	Light	3	1000	1000			You can banish 1 "Photon" monster from your Graveyard; this card gains 1000 ATK until the End Phase. You can use the effect of "Photon Pirate" up to twice per turn.
Photon Satellite	ZTIN	PhotonSatellite	Machine/Effect	Light	1	0	0			Once per turn: You can target 1 other "Photon" monster you control; the Levels of both that monster and this card become the combined current Levels of those 2 monsters.
Photon Slasher	ZTIN	PhotonSlasher	Warrior/Effect	Light	5	2100	1000			If a face-up Xyz Monster is on the field, you can Special Summon this card (from your hand) in face-up Defense Position.
Starliege Paladynamo	ZTIN	StarliegePaladynamo	Warrior/Xyz/Effect	Light	*4	2000	1000			2 Level 4 LIGHT monsters. Once per turn: You can detach 2 Xyz Materials from this card to target 1 face-up monster your opponent controls; its ATK becomes 0, and if it does, its effects are negated. When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Draw 1 card.
Triple Star Trion	ZTIN	TripleStarTrion	Warrior/Effect	Light	1	100	100			During the End Phase, if this card is in the Graveyard because it was sent there this turn as a Tribute for a successful Tribute Summon: You can Special Summon this card from the Graveyard.
Zubaba Buster	ZTIN	ZubabaBuster	Warrior/Effect	Earth	3	1800	600			If this card inflicts battle damage to your opponent, at the end of that Damage Step: Destroy the 1 face-up monster on the field that has the lowest ATK (if it's a tie, you get to choose), and if you do, this card loses 800 ATK.
